nom;lat;lon
34183;43.281126097;3.112383369
34184;43.51370039;3.418578643
34186;43.657457653;3.295728994
34189;43.281461047;2.736764657
34190;43.288619323;2.775563303
34194;43.537982509;3.45846446
34196;43.812967467;3.334377403
34199;43.463290067;3.415988682
34201;43.441398131;2.963203182
34202;43.585562629;3.74964431
34203;43.409231353;3.512672476
34206;43.30445937;3.089373657
34207;43.400353074;3.539423681
34209;43.301588665;3.347983393
34210;43.592881108;3.516916004
34211;43.58270864;3.055191234
34212;43.77272461;3.318382161
34213;43.494125212;3.660587737
34214;43.479311302;3.273706654
34215;43.620582303;3.509203929
34217;43.707448776;3.86490015
34218;43.458159648;2.976816453
34220;43.682834079;3.325209463
34221;43.725108324;3.606098072
34222;43.566769432;3.5053351150000003
34223;43.437853418;3.208170456
34224;43.454002649;3.237678458
34225;43.37693475;3.046634915
34226;43.350887678;2.980628899
34232;43.505649142;3.010770251
34234;43.550033762;3.226550853
34237;43.51047969;3.309504322
34239;43.650409014;3.503521388
34240;43.635198023;3.966850731
34241;43.610499377;3.558716432
34242;43.776034771;3.950339227
34243;43.900428053;3.759520177
34245;43.421209287;2.931850471
34246;43.718708605;4.079173734
34247;43.68682806;3.842969964
34249;43.728860555;3.977921451
34254;43.661307259;3.469014257
34255;43.688923031;3.809875247
34256;43.697370672;4.037666619
34258;43.468846887;3.174801286
34259;43.616806697;3.773995742
34266;43.752077408;3.833622848
34267;43.694085945;3.546427321
34268;43.709907333;3.430383047
34269;43.400156265;2.817671141
34270;43.572023245;3.832356213
34274;43.792641453;3.707968331
34276;43.769683846;3.870115659
34281;43.53149473;3.54356087
34285;43.509262413;3.513510724
34287;43.702512268;3.466178554
34289;43.392455396;3.400710702
34290;43.711019274;3.876393025
34292;43.62208723;3.312554429
34294;43.714414833;4.117441752
34295;43.568638492;3.779558168
34296;43.759359598;4.05080178
34297;43.830303602;3.918486755
34298;43.291254917;3.254059924
34299;43.272987263;3.297134831
34300;43.414196926;3.306925606
34301;43.391754096;3.645303295
34302;43.33011498;2.663218426
