;Year;Municipality;Yield;Huglin_Index;Hot_D;Very_Hot_D;Sever_Heat;Frost_D;Late_Frost;Sever_Frost;Climatic_Dryness_Index;Soil_Water_Stock;Soil_pH;cluster
799;2012;30179;88,7114643;2397,119;47;5;0;23;0;0;-227,2733462;84,04857906;7,771103129;5
800;2012;30317;47,234055;2397,119;47;5;0;23;0;0;-227,2733462;94,85705356;7,993435305;5
801;2012;30212;72;2397,119;47;5;0;23;0;0;-227,2733462;90,8351807;7,859204843;5
802;2012;30116;63,02683424;2397,119;47;5;0;23;0;0;-227,2733462;83,04743327;7,911167174;5
803;2013;30116;50,99315403;2185,5055;34;2;0;30;0;0;-183,790277;83,04743327;7,911167174;5
804;2013;30317;44,78579611;2185,5055;34;2;0;30;0;0;-183,790277;94,85705356;7,993435305;5
805;2013;30166;73,13561817;2185,5055;34;2;0;30;0;0;-183,790277;78,66860742;7,431269244;5
806;2013;30212;59,92962252;2185,5055;34;2;0;30;0;0;-183,790277;90,8351807;7,859204843;5
807;2013;30179;89,51804464;2185,5055;34;2;0;30;0;0;-183,790277;84,04857906;7,771103129;5
808;2014;30179;86,2764607;2285,9305;16;0;0,2;8;0;0;-211,7186454;84,04857906;7,771103129;5
809;2014;30166;75,19205539;2285,9305;16;0;0,2;8;0;0;-211,7186454;78,66860742;7,431269244;5
810;2014;30212;82,8986014;2285,9305;16;0;0,2;8;0;0;-211,7186454;90,8351807;7,859204843;5
811;2014;30116;63,67344029;2285,9305;16;0;0,2;8;0;0;-211,7186454;83,04743327;7,911167174;5
812;2014;30317;50,96368564;2285,9305;16;0;0,2;8;0;0;-211,7186454;94,85705356;7,993435305;5
813;2015;30166;82,17345716;2460,052;47;1;4,5;13;0;0;-247,4109247;78,66860742;7,431269244;5
814;2015;30212;84,70857143;2460,052;47;1;4,5;13;0;0;-247,4109247;90,8351807;7,859204843;5
815;2015;30317;56;2460,052;47;1;4,5;13;0;0;-247,4109247;94,85705356;7,993435305;5
816;2015;30116;58,73978863;2460,052;47;1;4,5;13;0;0;-247,4109247;83,04743327;7,911167174;5
817;2015;30179;93,85579097;2460,052;47;1;4,5;13;0;0;-247,4109247;84,04857906;7,771103129;5
818;2016;30212;78,33885542;2364,056;50;0;0,5;10;0;0;-283,8089806;90,8351807;7,859204843;5
819;2016;30166;77,77320799;2364,056;50;0;0,5;10;0;0;-283,8089806;78,66860742;7,431269244;5
820;2016;30317;47,84431138;2364,056;50;0;0,5;10;0;0;-283,8089806;94,85705356;7,993435305;5
821;2016;30179;83,84373382;2364,056;50;0;0,5;10;0;0;-283,8089806;84,04857906;7,771103129;5
822;2016;30116;76,15410479;2364,056;50;0;0,5;10;0;0;-283,8089806;83,04743327;7,911167174;5
823;2017;30212;38,9359352;2455,108;56;6;6;25;0;0;-323,124274;90,8351807;7,859204843;5
824;2017;30166;52,05867014;2455,108;56;6;6;25;0;0;-323,124274;78,66860742;7,431269244;5
825;2017;30116;57,49296375;2455,108;56;6;6;25;0;0;-323,124274;83,04743327;7,911167174;5
826;2017;30179;64,0617913;2455,108;56;6;6;25;0;0;-323,124274;84,04857906;7,771103129;5
827;2018;30212;57,28372093;2567,8415;52;6;6,4;14;0;0;-170,5662355;90,8351807;7,859204843;5
828;2018;30166;73,1089305;2567,8415;52;6;6,4;14;0;0;-170,5662355;78,66860742;7,431269244;5
829;2018;30116;53,66757866;2567,8415;52;6;6,4;14;0;0;-170,5662355;83,04743327;7,911167174;5
830;2018;30179;89,91175691;2567,8415;52;6;6,4;14;0;0;-170,5662355;84,04857906;7,771103129;5
831;2010;30103;74;2298,136;39;0;0;48;0;0;-258,639849;81,234995;7,608717259;5
832;2010;30012;83,57142857;2298,136;39;0;0;48;0;0;-258,639849;80,08960468;8,067229383;5
833;2010;30328;58,62619808;2298,136;39;0;0;48;0;0;-258,639849;89,24371917;7,917446308;5
834;2011;30012;86,31499937;2448,8765;28;0;0;14;0;0;-222,926048;80,08960468;8,067229383;5
835;2011;30328;54,13375796;2448,8765;28;0;0;14;0;0;-222,926048;89,24371917;7,917446308;5
836;2011;30103;90;2448,8765;28;0;0;14;0;0;-222,926048;81,234995;7,608717259;5
837;2012;30103;73,80698351;2389,6;45;5;0;23;0;0;-226,0306529;81,234995;7,608717259;5
838;2012;30012;83,69224499;2389,6;45;5;0;23;0;0;-226,0306529;80,08960468;8,067229383;5
839;2012;30328;84,75288303;2389,6;45;5;0;23;0;0;-226,0306529;89,24371917;7,917446308;5
840;2013;30012;89,53418297;2177,1625;34;2;0;30;0;0;-182,3842699;80,08960468;8,067229383;5
841;2013;30103;55,11373976;2177,1625;34;2;0;30;0;0;-182,3842699;81,234995;7,608717259;5
842;2013;30328;60,8755814;2177,1625;34;2;0;30;0;0;-182,3842699;89,24371917;7,917446308;5
843;2014;30328;65;2277,639;16;0;0,2;8;0;0;-210,2927981;89,24371917;7,917446308;5
844;2014;30103;42,72566372;2277,639;16;0;0,2;8;0;0;-210,2927981;81,234995;7,608717259;5
845;2014;30012;87,5426253;2277,639;16;0;0,2;8;0;0;-210,2927981;80,08960468;8,067229383;5
846;2015;30012;89,26553234;2453,357;47;0;4,3;13;0;0;-246,0210312;80,08960468;8,067229383;5
847;2015;30328;85,50729927;2453,357;47;0;4,3;13;0;0;-246,0210312;89,24371917;7,917446308;5
848;2015;30103;60,42126789;2453,357;47;0;4,3;13;0;0;-246,0210312;81,234995;7,608717259;5
849;2016;30012;94,84160625;2355,3525;50;0;0,4;10;0;0;-282,8475686;80,08960468;8,067229383;5
850;2016;30103;38,08411215;2355,3525;50;0;0,4;10;0;0;-282,8475686;81,234995;7,608717259;5
851;2016;30328;82,70308123;2355,3525;50;0;0,4;10;0;0;-282,8475686;89,24371917;7,917446308;5
852;2017;30103;47,59663866;2447,4345;56;6;6;25;0;0;-322,3864852;81,234995;7,608717259;5
853;2017;30328;72,73404255;2447,4345;56;6;6;25;0;0;-322,3864852;89,24371917;7,917446308;5
854;2017;30012;93,41335439;2447,4345;56;6;6;25;0;0;-322,3864852;80,08960468;8,067229383;5
855;2018;30103;43,04218928;2559,653;52;6;6,2;14;0;0;-169,0721955;81,234995;7,608717259;5
856;2018;30012;93,59717463;2559,653;52;6;6,2;14;0;0;-169,0721955;80,08960468;8,067229383;5
857;2018;30328;76,35865595;2559,653;52;6;6,2;14;0;0;-169,0721955;89,24371917;7,917446308;5
858;2010;34042;48,34094151;2203,067;47;6;0;44;0;0;-295,5390329;70,40471649;7,964854451;3
859;2011;34042;42,44074844;2339,4905;42;1;0;11;0;0;-287,0774871;70,40471649;7,964854451;3
860;2012;34042;56,10433071;2197,8655;39;8;1,2;23;0;0;-218,7653398;70,40471649;7,964854451;3
861;2013;34042;70,24840764;1932,8465;24;0;0;23;0;0;-219,3132168;70,40471649;7,964854451;3
862;2014;34042;54,75998099;1956,0215;11;0;0;4;0;0;-216,90748;70,40471649;7,964854451;3
863;2015;34042;51,57323232;2190,4495;37;3;0,4;16;0;0;-288,1963103;70,40471649;7,964854451;3
864;2016;34042;55,78060264;2105,835;43;1;0;2;0;0;-187,8573673;70,40471649;7,964854451;3
865;2010;34131;32,05461394;2227,478;46;1;0;61;0;0;-205,8488129;71,48241555;8,111328283;4
866;2010;34078;30;2227,478;46;1;0;61;0;0;-205,8488129;78,39337041;8,06361622;4
867;2010;34297;36,73913043;2227,478;46;1;0;61;0;0;-205,8488129;71,38999768;8,138256087;4
868;2011;34297;33,74126779;2327,1305;37;2;0,4;37;0;0;-192,662089;71,38999768;8,138256087;4
869;2011;34078;25;2327,1305;37;2;0,4;37;0;0;-192,662089;78,39337041;8,06361622;4
870;2011;34131;41,75224647;2327,1305;37;2;0,4;37;0;0;-192,662089;71,48241555;8,111328283;4
871;2012;34131;33,87544696;2255,8545;46;9;0;51;0;0;-149,1369477;71,48241555;8,111328283;4
872;2012;34078;37;2255,8545;46;9;0;51;0;0;-149,1369477;78,39337041;8,06361622;4
873;2012;34297;42,42754777;2255,8545;46;9;0;51;0;0;-149,1369477;71,38999768;8,138256087;4
874;2013;34131;39,33736885;2027,658;26;0;0;53;0;0;-165,3549602;71,48241555;8,111328283;4
875;2013;34078;48;2027,658;26;0;0;53;0;0;-165,3549602;78,39337041;8,06361622;4
876;2013;34297;33,08761123;2027,658;26;0;0;53;0;0;-165,3549602;71,38999768;8,138256087;4
877;2014;34131;35,82168107;2152,597;16;1;0;23;0;0;-172,1283783;71,48241555;8,111328283;4
878;2014;34297;43,07087629;2152,597;16;1;0;23;0;0;-172,1283783;71,38999768;8,138256087;4
879;2014;34078;76,39823009;2152,597;16;1;0;23;0;0;-172,1283783;78,39337041;8,06361622;4
880;2015;34297;90;2315,543;43;4;3;33;0;0;-104,4896935;71,38999768;8,138256087;4
881;2015;34131;31,24842767;2315,543;43;4;3;33;0;0;-104,4896935;71,48241555;8,111328283;4
882;2015;34078;24,8381295;2315,543;43;4;3;33;0;0;-104,4896935;78,39337041;8,06361622;4
883;2016;34131;33,83440662;2161,558;35;0;0;28;0;0;-171,4821897;71,48241555;8,111328283;4
884;2016;34297;15,25233645;2161,558;35;0;0;28;0;0;-171,4821897;71,38999768;8,138256087;4
885;2017;34131;26,52406417;2219,032;32;3;2;38;0;0;-243,105629;71,48241555;8,111328283;4
886;2017;34297;11,53596288;2219,032;32;3;2;38;0;0;-243,105629;71,38999768;8,138256087;4
887;2018;34078;54;2346,649;41;2;0,4;31;0;0;-54,70696452;78,39337041;8,06361622;4
888;2018;34131;35,88636364;2346,649;41;2;0,4;31;0;0;-54,70696452;71,48241555;8,111328283;4
889;2010;30054;28,06410256;2264,867;47;1;0;58;0;0;-190,3095665;85,73341267;8,095822422;4
890;2010;30095;89,41482081;2264,867;47;1;0;58;0;0;-190,3095665;72,86213682;8,00138532;4
891;2010;30244;88,02946382;2264,867;47;1;0;58;0;0;-190,3095665;93,19841283;8,115143901;4
892;2010;34318;50,80212014;2264,867;47;1;0;58;0;0;-190,3095665;80,7514383;8,159543083;4
893;2011;30095;89,03234299;2420,9635;41;2;0;33;0;0;-192,8664697;72,86213682;8,00138532;4
894;2011;30054;28,44176136;2420,9635;41;2;0;33;0;0;-192,8664697;85,73341267;8,095822422;4
895;2011;30244;89,35360649;2420,9635;41;2;0;33;0;0;-192,8664697;93,19841283;8,115143901;4
896;2011;34318;56,10683544;2420,9635;41;2;0;33;0;0;-192,8664697;80,7514383;8,159543083;4
897;2012;34318;35,48224852;2368,3305;49;9;0;50;0;0;-142,8025811;80,7514383;8,159543083;4
898;2012;30095;88,97764555;2368,3305;49;9;0;50;0;0;-142,8025811;72,86213682;8,00138532;4
899;2012;30054;31,68144691;2368,3305;49;9;0;50;0;0;-142,8025811;85,73341267;8,095822422;4
900;2012;30244;88,4923733;2368,3305;49;9;0;50;0;0;-142,8025811;93,19841283;8,115143901;4
901;2013;34318;53,78870293;2136,2715;33;0;0;58;0;0;-176,4736886;80,7514383;8,159543083;4
902;2013;30054;34,52114286;2136,2715;33;0;0;58;0;0;-176,4736886;85,73341267;8,095822422;4
903;2013;30244;89,27228385;2136,2715;33;0;0;58;0;0;-176,4736886;93,19841283;8,115143901;4
904;2013;30095;89,81596563;2136,2715;33;0;0;58;0;0;-176,4736886;72,86213682;8,00138532;4
905;2014;30244;89,36910184;2239,941;19;1;0;18;0;0;-205,8908662;93,19841283;8,115143901;4
906;2014;30095;89,43801762;2239,941;19;1;0;18;0;0;-205,8908662;72,86213682;8,00138532;4
907;2014;30054;30,46153846;2239,941;19;1;0;18;0;0;-205,8908662;85,73341267;8,095822422;4
908;2014;34318;56,31932125;2239,941;19;1;0;18;0;0;-205,8908662;80,7514383;8,159543083;4
909;2015;30095;90;2408,0885;46;3;2,6;29;0;0;-192,0209916;72,86213682;8,00138532;4
910;2015;34318;46,88187702;2408,0885;46;3;2,6;29;0;0;-192,0209916;80,7514383;8,159543083;4
911;2015;30054;26,35162791;2408,0885;46;3;2,6;29;0;0;-192,0209916;85,73341267;8,095822422;4
912;2015;30244;92,90097725;2408,0885;46;3;2,6;29;0;0;-192,0209916;93,19841283;8,115143901;4
913;2016;30054;29,88212334;2280,2655;49;0;0;29;0;0;-215,078791;85,73341267;8,095822422;4
914;2016;34318;45,01010101;2280,2655;49;0;0;29;0;0;-215,078791;80,7514383;8,159543083;4
915;2016;30244;93,29500046;2280,2655;49;0;0;29;0;0;-215,078791;93,19841283;8,115143901;4
916;2016;30095;89,97057914;2280,2655;49;0;0;29;0;0;-215,078791;72,86213682;8,00138532;4
917;2017;34318;36,36227951;2372,3475;49;3;4;40;0;0;-273,712329;80,7514383;8,159543083;4
918;2017;30244;93,62089144;2372,3475;49;3;4;40;0;0;-273,712329;93,19841283;8,115143901;4
919;2017;30054;24,78350515;2372,3475;49;3;4;40;0;0;-273,712329;85,73341267;8,095822422;4
920;2017;30095;89,9476235;2372,3475;49;3;4;40;0;0;-273,712329;72,86213682;8,00138532;4
921;2018;30244;94,81457223;2479,313;52;7;1;29;0;0;-118,6389699;93,19841283;8,115143901;4
922;2018;30095;90,00376372;2479,313;52;7;1;29;0;0;-118,6389699;72,86213682;8,00138532;4
923;2018;30054;25,55942377;2479,313;52;7;1;29;0;0;-118,6389699;85,73341267;8,095822422;4
924;2018;34318;27,18665694;2479,313;52;7;1;29;0;0;-118,6389699;80,7514383;8,159543083;4
925;2010;30121;59;2302,153;49;1;0;55;0;0;-198,1854981;91,49588741;8,16828989;4
926;2010;30309;56,95416667;2302,153;49;1;0;55;0;0;-198,1854981;91,6934015;8,144142685;7
927;2010;30114;88,80462202;2302,153;49;1;0;55;0;0;-198,1854981;100,1095272;8,003884387;7
928;2010;30349;82,95370186;2302,153;49;1;0;55;0;0;-198,1854981;93,11627053;8,145632926;4
929;2010;30306;28,2007772;2302,153;49;1;0;55;0;0;-198,1854981;98,46992387;8,125431573;4
930;2011;30121;39;2462,8845;47;2;0;33;0;0;-199,4484716;91,49588741;8,16828989;4
931;2011;30309;86,415625;2462,8845;47;2;0;33;0;0;-199,4484716;91,6934015;8,144142685;7
932;2011;30114;89,55158886;2462,8845;47;2;0;33;0;0;-199,4484716;100,1095272;8,003884387;7
933;2011;30306;67,71428571;2462,8845;47;2;0;33;0;0;-199,4484716;98,46992387;8,125431573;4
934;2012;30306;84,2722372;2405,1015;50;9;0;49;0;0;-152,2448978;98,46992387;8,125431573;4
935;2012;30309;90;2405,1015;50;9;0;49;0;0;-152,2448978;91,6934015;8,144142685;7
936;2012;30114;90;2405,1015;50;9;0;49;0;0;-152,2448978;100,1095272;8,003884387;7
937;2013;30114;89,90760204;2194,621;36;0;0;54;0;0;-185,9486484;100,1095272;8,003884387;7
938;2013;30306;45,13483146;2194,621;36;0;0;54;0;0;-185,9486484;98,46992387;8,125431573;4
939;2014;30114;89,92688904;2294,4795;22;1;0;16;0;0;-214,0552619;100,1095272;8,003884387;7
940;2014;30349;36,10793173;2294,4795;22;1;0;16;0;0;-214,0552619;93,11627053;8,145632926;4
941;2014;30306;66;2294,4795;22;1;0;16;0;0;-214,0552619;98,46992387;8,125431573;4
942;2014;30121;46;2294,4795;22;1;0;16;0;0;-214,0552619;91,49588741;8,16828989;4
943;2014;30309;77,13344316;2294,4795;22;1;0;16;0;0;-214,0552619;91,6934015;8,144142685;7
944;2015;30114;92,06830467;2456,344;47;4;3,6;28;0;0;-201,9134591;100,1095272;8,003884387;7
945;2015;30309;60,74061598;2456,344;47;4;3,6;28;0;0;-201,9134591;91,6934015;8,144142685;7
946;2015;30306;51;2456,344;47;4;3,6;28;0;0;-201,9134591;98,46992387;8,125431573;4
947;2016;30309;84,15255376;2334,598;51;0;0,1;27;0;0;-223,2530892;91,6934015;8,144142685;7
948;2016;30306;67;2334,598;51;0;0,1;27;0;0;-223,2530892;98,46992387;8,125431573;4
949;2016;30114;91,98883173;2334,598;51;0;0,1;27;0;0;-223,2530892;100,1095272;8,003884387;7
950;2017;30309;64,36697248;2424,9805;52;5;4,5;41;0;0;-278,7342344;91,6934015;8,144142685;7
951;2017;30121;43;2424,9805;52;5;4,5;41;0;0;-278,7342344;91,49588741;8,16828989;4
952;2017;30306;35;2424,9805;52;5;4,5;41;0;0;-278,7342344;98,46992387;8,125431573;4
953;2017;30114;91,60722848;2424,9805;52;5;4,5;41;0;0;-278,7342344;100,1095272;8,003884387;7
954;2018;30114;91,49709879;2530,2465;56;9;1,3;28;0;0;-127,5429484;100,1095272;8,003884387;7
955;2018;30309;70,10915493;2530,2465;56;9;1,3;28;0;0;-127,5429484;91,6934015;8,144142685;7
956;2010;30324;88,59017791;2258,79;36;1;0;42;0;0;-238,478452;94,15794588;7,985117872;5
957;2010;30245;43,15957447;2258,79;36;1;0;42;0;0;-238,478452;88,4511833;8,117239161;5
958;2010;30182;56,96666667;2258,79;36;1;0;42;0;0;-238,478452;89,39138545;8,06407711;5
959;2011;30324;89,8603647;2423,6415;23;0;0;12;0;0;-234,6394794;94,15794588;7,985117872;5
960;2011;30245;48,88888889;2423,6415;23;0;0;12;0;0;-234,6394794;88,4511833;8,117239161;5
961;2011;30182;57,5;2423,6415;23;0;0;12;0;0;-234,6394794;89,39138545;8,06407711;5
962;2012;30324;89,47863204;2355,5585;38;2;0;22;0;0;-220,1844419;94,15794588;7,985117872;5
963;2013;30324;89,01095441;2190,8615;31;0;0;30;0;0;-204,3131731;94,15794588;7,985117872;5
964;2014;30324;88,87069275;2300,505;17;0;0,7;2;0;0;-204,6441602;94,15794588;7,985117872;5
965;2015;30324;89,61708719;2466,3865;43;3;7,2;9;0;0;-210,5395374;94,15794588;7,985117872;5
966;2015;30245;29;2466,3865;43;3;7,2;9;0;0;-210,5395374;88,4511833;8,117239161;5
967;2016;30324;89,01309669;2369,309;47;0;1,6;3;0;0;-284,3831852;94,15794588;7,985117872;5
968;2017;30324;89,00381867;2453,3055;48;6;6,2;17;0;0;-305,464314;94,15794588;7,985117872;5
969;2018;30324;88,89931853;2551,001;44;6;9,5;9;0;0;-198,5637247;94,15794588;7,985117872;5
970;2010;30189;72,18205747;2341,7565;41;1;0,6;41;0;0;-247,9057174;90,31960149;7,94427963;5
971;2011;30189;88,36897275;2502,591;28;0;0;11;0;0;-242,9290733;90,31960149;7,94427963;5
972;2012;30189;70,90596697;2432,6025;46;3;0,4;22;0;0;-230,7951559;90,31960149;7,94427963;5
973;2013;30189;69,04410355;2261,6225;34;0;0;28;0;0;-215,7925312;90,31960149;7,94427963;5
974;2014;30189;88,81836033;2378,4245;19;0;0,7;3;0;0;-213,6409151;90,31960149;7,94427963;5
975;2015;30189;79,32481752;2531,225;45;6;9,4;9;0;0;-222,7811239;90,31960149;7,94427963;5
976;2016;30189;80,59836957;2450,988;56;0;2,3;3;0;0;-290,9189191;90,31960149;7,94427963;5
977;2017;30189;68,8543131;2527,5685;57;7;8,2;14;0;0;-311,5582533;90,31960149;7,94427963;5
978;2018;30189;94,130055;2633,2465;50;9;10,9;9;0;0;-209,1230901;90,31960149;7,94427963;5
979;2010;30156;89,00006493;2359,627;41;1;0,7;41;0;0;-249,9322432;88,19349174;7,846038797;5
980;2010;30211;73,26713676;2359,627;41;1;0,7;41;0;0;-249,9322432;63,87112742;7,223016659;5
981;2010;30155;69,43132075;2359,627;41;1;0,7;41;0;0;-249,9322432;61,56920926;7,194095344;5
982;2011;30356;52;2519,2255;30;0;0;10;0;0;-244,7033497;89,09905225;7,529647996;5
983;2011;30155;84,15031723;2519,2255;30;0;0;10;0;0;-244,7033497;61,56920926;7,194095344;5
984;2011;30211;85,91252288;2519,2255;30;0;0;10;0;0;-244,7033497;63,87112742;7,223016659;5
985;2011;30156;89,94996995;2519,2255;30;0;0;10;0;0;-244,7033497;88,19349174;7,846038797;5
986;2012;30156;89,70353832;2449,546;46;3;0,5;22;0;0;-232,733869;88,19349174;7,846038797;5
987;2012;30155;75,67935058;2449,546;46;3;0,5;22;0;0;-232,733869;61,56920926;7,194095344;5
988;2012;30356;60;2449,546;46;3;0,5;22;0;0;-232,733869;89,09905225;7,529647996;5
989;2012;30211;84,1425;2449,546;46;3;0,5;22;0;0;-232,733869;63,87112742;7,223016659;5
990;2013;30156;89,73224145;2277,433;35;0;0;26;0;0;-217,920429;88,19349174;7,846038797;5
991;2013;30155;81,21365832;2277,433;35;0;0;26;0;0;-217,920429;61,56920926;7,194095344;5
992;2013;30211;88,33239025;2277,433;35;0;0;26;0;0;-217,920429;63,87112742;7,223016659;5
993;2013;30356;47,24324324;2277,433;35;0;0;26;0;0;-217,920429;89,09905225;7,529647996;5
994;2014;30155;82,47797235;2395,574;20;0;0,7;3;0;0;-215,2574129;61,56920926;7,194095344;5
995;2014;30211;76,04446249;2395,574;20;0;0,7;3;0;0;-215,2574129;63,87112742;7,223016659;5
996;2014;30156;89,83465446;2395,574;20;0;0,7;3;0;0;-215,2574129;88,19349174;7,846038797;5
997;2015;30156;92,9473716;2546,366;48;6;9,8;9;0;0;-225,5812598;88,19349174;7,846038797;5
998;2015;30211;90,38561116;2546,366;48;6;9,8;9;0;0;-225,5812598;63,87112742;7,223016659;5
999;2015;30155;85,77482107;2546,366;48;6;9,8;9;0;0;-225,5812598;61,56920926;7,194095344;5
1000;2016;30156;91,77122381;2468,8585;57;0;2,6;3;0;0;-292,3889492;88,19349174;7,846038797;5
1001;2016;30155;59,60457077;2468,8585;57;0;2,6;3;0;0;-292,3889492;61,56920926;7,194095344;5
1002;2016;30211;93,43055671;2468,8585;57;0;2,6;3;0;0;-292,3889492;63,87112742;7,223016659;5
1003;2017;30155;56,37848042;2543,585;57;9;8,7;14;0;0;-313,1640819;61,56920926;7,194095344;5
1004;2017;30156;91,39293959;2543,585;57;9;8,7;14;0;0;-313,1640819;88,19349174;7,846038797;5
1005;2017;30211;90,88382777;2543,585;57;9;8,7;14;0;0;-313,1640819;63,87112742;7,223016659;5
1006;2018;30156;94,02604663;2650,3445;55;10;11,6;9;0;0;-211,156228;88,19349174;7,846038797;5
1007;2018;30211;93,40746745;2650,3445;55;10;11,6;9;0;0;-211,156228;63,87112742;7,223016659;5
1008;2018;30155;90,58835122;2650,3445;55;10;11,6;9;0;0;-211,156228;61,56920926;7,194095344;5
1009;2010;30135;86,85018672;2305,7065;39;0;0;49;0;0;-259,641289;65,64150101;7,324304727;5
1010;2011;30089;86;2455,0565;28;0;0;14;0;0;-223,6320639;77,223165;7,660255523;5
1011;2011;30135;87,95307955;2455,0565;28;0;0;14;0;0;-223,6320639;65,64150101;7,324304727;5
1012;2012;30135;89,05905812;2395,78;47;5;0;23;0;0;-226,9705284;65,64150101;7,324304727;5
1013;2013;30135;89,6017116;2184,218;34;2;0;30;0;0;-183,5541574;65,64150101;7,324304727;5
1014;2013;30089;50;2184,218;34;2;0;30;0;0;-183,5541574;77,223165;7,660255523;5
1015;2014;30135;89,84646191;2284,025;16;0;0,2;8;0;0;-211,5280918;65,64150101;7,324304727;5
1016;2014;30089;47;2284,025;16;0;0,2;8;0;0;-211,5280918;77,223165;7,660255523;5
1017;2015;30135;90,06205996;2459,1765;47;1;4,5;13;0;0;-247,1436387;65,64150101;7,324304727;5
1018;2016;30135;93,59443296;2362,717;50;0;0,5;10;0;0;-283,7177252;65,64150101;7,324304727;5
1019;2017;30135;85,7561042;2453,5115;56;6;6;25;0;0;-322,9014809;65,64150101;7,324304727;5
1020;2018;30135;93,23708952;2566,3995;52;6;6,4;14;0;0;-170,4022323;65,64150101;7,324304727;5
1021;2012;34212;76;1672,926;14;1;0;38;0;0;-93,90143226;70,76337139;7,835444752;1
1022;2013;34212;76;1460,0765;4;0;0;49;0;0;-114,7085529;70,76337139;7,835444752;1
1023;2014;34212;57,63636364;1519,7135;1;0;0;6;0;0;-115,2515873;70,76337139;7,835444752;1
1024;2010;34196;58,43712121;1718,349;13;0;0;65;0;0;-217,2935148;74,90065774;7,861445275;1
1025;2011;34196;67,69711311;1868,5745;12;0;0;23;0;0;-213,2603553;74,90065774;7,861445275;1
1026;2012;34196;61,9786036;1728,3915;16;1;0;36;0;0;-105,5363032;74,90065774;7,861445275;1
1027;2013;34196;65,77944664;1513,276;6;0;0;50;0;0;-124,508563;74,90065774;7,861445275;1
1028;2014;34196;51,9820331;1569,8745;1;0;0;7;0;0;-125,6940787;74,90065774;7,861445275;1
1029;2015;34196;58,76429652;1801,9335;22;0;0;25;1;0;-191,8517473;74,90065774;7,861445275;1
1030;2016;34196;60,70806242;1684,153;12;0;0;16;0;0;-83,50932301;74,90065774;7,861445275;1
1031;2017;34196;43,91032609;1833,606;20;0;0;38;0;0;-266,756729;74,90065774;7,861445275;1
1032;2018;34196;35,68727273;1948,7085;19;0;0;20;0;0;19,8190129;74,90065774;7,861445275;1
1033;2010;34060;40,71689498;2170,2615;44;1;0;64;0;0;-196,5621333;70,55854768;8,044385797;4
1034;2010;34274;30,81089744;2170,2615;44;1;0;64;0;0;-196,5621333;71,08276374;7,92298854;4
1035;2011;34060;35,89977477;2269,9655;36;2;0,5;38;0;0;-184,5160611;70,55854768;8,044385797;4
1036;2011;34274;40,6394052;2269,9655;36;2;0,5;38;0;0;-184,5160611;71,08276374;7,92298854;4
1037;2012;34274;37,64150943;2199,874;45;9;0;55;0;0;-137,9376989;71,08276374;7,92298854;4
1038;2012;34060;50,73435327;2199,874;45;9;0;55;0;0;-137,9376989;70,55854768;8,044385797;4
1039;2013;34060;43,07373272;1946,7515;22;0;0;58;0;0;-153,0201776;70,55854768;8,044385797;4
1040;2013;34274;51,21714286;1946,7515;22;0;0;58;0;0;-153,0201776;71,08276374;7,92298854;4
1041;2014;34060;45,33821138;2074,1625;12;1;0;24;0;0;-162,84532;70,55854768;8,044385797;4
1042;2015;34060;39,97948016;2249,1595;41;3;1,4;40;2;0;-88,79295376;70,55854768;8,044385797;4
1043;2015;34274;61,65289256;2249,1595;41;3;1,4;40;2;0;-88,79295376;71,08276374;7,92298854;4
1044;2016;34274;70;2084,823;29;0;0;32;0;0;-161,7071699;71,08276374;7,92298854;4
1045;2018;34274;58,83497053;2273,0555;36;1;0,2;32;0;0;-37,61830323;71,08276374;7,92298854;4
1046;2010;34322;38,23224432;2314,8735;50;1;0;58;0;0;-218,6839849;74,45059256;8,102121716;4
1047;2010;34266;38,51176471;2314,8735;50;1;0;58;0;0;-218,6839849;76,61794657;8,056037402;4
1048;2010;34276;61,77068976;2314,8735;50;1;0;58;0;0;-218,6839849;71,95377203;8,089152783;4
1049;2010;34102;61,30909091;2314,8735;50;1;0;58;0;0;-218,6839849;77,26678849;8,148207193;4
1050;2011;34322;51,10762943;2412,981;42;3;0,3;29;0;0;-203,2497935;74,45059256;8,102121716;4
1051;2011;34276;74,32750095;2412,981;42;3;0,3;29;0;0;-203,2497935;71,95377203;8,089152783;4
1052;2011;34102;61,38202247;2412,981;42;3;0,3;29;0;0;-203,2497935;77,26678849;8,148207193;4
1053;2012;34102;62;2341,3445;50;8;0;50;0;0;-166,0778226;77,26678849;8,148207193;4
1054;2012;34322;64,91263941;2341,3445;50;8;0;50;0;0;-166,0778226;74,45059256;8,102121716;4
1055;2012;34276;78,59672055;2341,3445;50;8;0;50;0;0;-166,0778226;71,95377203;8,089152783;4
1056;2013;34102;77,17699115;2148,889;38;0;0;46;0;0;-181,6211892;77,26678849;8,148207193;4
1057;2013;34276;84,95183291;2148,889;38;0;0;46;0;0;-181,6211892;71,95377203;8,089152783;4
1058;2013;34322;77,3161157;2148,889;38;0;0;46;0;0;-181,6211892;74,45059256;8,102121716;4
1059;2014;34276;87,68542361;2269,09;23;1;0;20;0;0;-186,5198043;71,95377203;8,089152783;4
1060;2014;34322;57,23475259;2269,09;23;1;0;20;0;0;-186,5198043;74,45059256;8,102121716;4
1061;2014;34102;71,22359396;2269,09;23;1;0;20;0;0;-186,5198043;77,26678849;8,148207193;4
