Unnamed: 0;Municipality;nom_commune;code_departement;cluster;nom_region;latitude;longitude;EC_Earth_precipitation_total;HadGEM3_precipitation_total;MPI-ESM1_precipitation_total;UKESM1_precipitation_total;IPSL_precipitation_total;precipitation_total;EC_Earth_tmax;HadGEM3_tmax;MPI-ESM1_tmax;UKESM1_tmax_mean;IPSL_tmax_mean;tmax_mean;EC_Earth_tmoy;HadGEM3_tmoy;MPI-ESM1_tmoy;UKESM1_tmoy;IPSL_tmoy;temp_moyenne;EC_Earth_tmin;HadGEM3_tmin;MPI-ESM1_tmin;UKESM1_tmin;IPSL_tmin;tmin_mean;amplitude_thermique
#;;a;;;;;;mm;mm;mm;mm;mm;mm;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C
;34136;lezignan la cebe;34;5;occitanie;43,4922829;3,4381559;612;566;597;576;568;576;21,391668;22,425003;20,841667;22,375;20,841667;21,391668;16,858334;17,5833355;16,3041665;17,629167;16,525;16,858334;12,325;12,741668;11,766666;12,883334;12,208333;12,325;9,066668
;34137;liausson;34;2;occitanie;43,6400833;3,3606021;670;619;653;630;624;630;19,749998;20,750002;19,108334;20,75;19,108334;19,749998;15,562499;16,254168;14,933333;16,316666;15,170834;15,562499;11,375;11,758334;10,758332;11,883332;11,233334;11,375;8,374998
;34139;lieuran les beziers;34;5;occitanie;43,4121094;3,231379;615;571;601;580;574;580;21,183334;22,233332;20,591665;22,166666;20,591665;21,183334;16,6333345;17,366666;16,0458325;17,404166;16,279166;16,6333345;12,083335;12,5;11,5;12,641666;11,966667;12,083335;9,099999
;11205;limousis;11;1;occitanie;43,3276901;2,4049351;742;691;722;705;697;705;19,458334;20,566668;18,866667;20,508333;18,866667;19,458334;14,9458335;15,6750005;14,341667;15,720833;14,625;14,9458335;10,433333;10,783333;9,816667;10,933333;10,383333;10,433333;9,025001
;11206;limoux;11;1;occitanie;43,0499725;2,2391334;755;694;728;712;703;712;19,716665;20,841665;19,141668;20,733334;19,141668;19,716665;15,0833325;15,808333;14,483334;15,8458335;14,775001;15,0833325;10,45;10,775001;9,825;10,958333;10,408334;10,45;9,266665
;30150;logrian florian;30;4;occitanie;43,9465256;4,0246983;741;681;714;688;682;688;20,566668;21,558334;19,875;21,566666;19,875;20,566668;15,766667;16,4625;15,0916665;16,508333;15,320833;15,766667;10,966666;11,366666;10,308333;11,45;10,766666;10,966666;9,600002
;11207;loupia;11;1;occitanie;43,0615425;2,1247485;795;729;761;744;735;744;19,216665;20,366667;18,641666;20,241667;18,641666;19,216665;14,5291655;15,2625;13,9249995;15,270834;14,2083325;14,5291655;9,841666;10,158333;9,208333;10,300001;9,774999;9,841666;9,374999
;11210;luc sur orbieu;11;6;occitanie;43,1755066;2,7879665;613;569;597;583;574;583;20,841667;21,958334;20,25;21,858332;20,25;20,841667;16,375;17,0958335;15,7625005;17,1333325;16,0375005;16,375;11,908333;12,233333;11,275001;12,408333;11,825001;11,908333;8,933334
;34145;lunel;34;5;occitanie;43,682148;4,1359186;716;661;695;671;662;671;21,725;22,65;21,066668;22,633333;21,066668;21,725;16,783333;17,4666665;16,1166675;17,4958335;16,345834;16,783333;11,841666;12,283333;11,166667;12,358334;11,625;11,841666;9,883334
;34147;magalas;34;3;occitanie;43,4811668;3,2172327;631;585;616;597;590;597;20,683334;21,733332;20,083332;21,700003;20,083332;20,683334;16,158334;16,8791665;15,566666;16,920835;15,799999;16,158334;11,633334;12,025001;11,05;12,141667;11,516666;11,633334;9,05
