Unnamed: 0;Municipality;nom_commune;code_departement;cluster;nom_region;latitude;longitude;EC_Earth_precipitation_total;HadGEM3_precipitation_total;MPI-ESM1_precipitation_total;UKESM1_precipitation_total;IPSL_precipitation_total;precipitation_total_avril_septembre;EC_Earth_tmax;HadGEM3_tmax;MPI-ESM1_tmax;UKESM1_tmax_mean;IPSL_tmax_mean;tmax_mean;EC_Earth_tmoy;HadGEM3_tmoy;MPI-ESM1_tmoy;UKESM1_tmoy;IPSL_tmoy;temp_moyenne;EC_Earth_tmin;HadGEM3_tmin;MPI-ESM1_tmin;UKESM1_tmin;IPSL_tmin;tmin_mean;amplitude_thermique
#;;a;;;;;;mm;mm;mm;mm;mm;mm;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C
;11379;sigean;11;6;occitanie;43,0395889;2,9811759;230;199;210;197;209;209;26,449999;27,466667;25,783335;28,200003;26,599998;26,599998;21,991666;22,3833335;21,2333335;23,241668;22,008332;22,008332;17,533333;17,3;16,683332;18,283333;17,416666;17,416666;9,183332
;34302;siran;34;3;occitanie;43,3301163;2,6632185;278;242;251;240;255;251;26,583334;27,666666;25,949999;28,449999;26,749998;26,749998;21,325001;21,708333;20,6083325;22,583332;21,383332;21,383332;16,066668;15,75;15,266666;16,716665;16,016666;16,016666;10,733332
;30321;sommieres;30;7;occitanie;43,7755165;4,0825009;290;250;257;248;264;257;27,466665;28,266665;26,733332;29,033333;27,433334;27,466665;22,091666;22,358332;21,266666;23,116666;21,916667;22,091666;16,716667;16,449999;15,8;17,199999;16,4;16,449999;11,016666
;30324;souvignargues;30;5;occitanie;43,819561;4,1353288;309;265;273;263;281;273;27,133333;27,916666;26,4;28,716667;27,1;27,133333;21,824999;22,091667;20,9999995;22,8499995;21,641667;21,824999;16,516665;16,266668;15,599999;16,983332;16,183334;16,266668;10,866665
;11332;st andre de roquelongue;11;3;occitanie;43,0928841;2,8490815;253;219;228;217;230;228;26,066668;27,133333;25,366667;27,85;26,166666;26,166666;21,366667;21,75;20,6;22,6166665;21,358333;21,366667;16,666666;16,366667;15,833333;17,383333;16,55;16,55;9,616666
;34239;st andre de sangonis;34;3;occitanie;43,6504097;3,5035214;262;224;229;220;234;229;27,266668;28,199999;26,666666;28,983332;27,349998;27,349998;22,1500005;22,5083335;21,458334;23,316666;22,1083325;22,1500005;17,033333;16,816668;16,250002;17,65;16,866667;16,866667;10,483331
;34240;st aunes;34;5;occitanie;43,6351967;3,9668508;274;234;241;233;250;241;27,500002;28,283335;26,833334;29,033333;27,533335;27,533335;22,2333335;22,5250015;21,491667;23,3000005;22,116667;22,2333335;16,966665;16,766668;16,15;17,566668;16,699999;16,766668;10,766667
;34241;st bauzille de la sylve;34;3;occitanie;43,6105003;3,5587165;271;228;236;227;242;236;26,700003;27,616667;26,133333;28,400002;26,766668;26,766668;21,708334;22,0666665;21,0416665;22,8833345;21,641668;21,708334;16,716665;16,516666;15,95;17,366667;16,516668;16,516668;10,25
;34243;st bauzille de putois;34;4;occitanie;43,9004288;3,7595203;307;261;268;261;277;268;25,633333;26,550001;25;27,366667;25,666666;25,666666;20,658333;20,9750015;19,908333;21,7666665;20,5416665;20,658333;15,683333;15,400002;14,816666;16,166666;15,416667;15,416667;10,249999
;34245;st chinian;34;2;occitanie;43,4212074;2,9318504;276;239;248;237;252;248;25,783335;26,866667;25,183332;27,650002;25,933334;25,933334;20,9250015;21,316667;20,2333325;22,158334;20,9416675;20,9416675;16,066668;15,766667;15,283333;16,666666;15,950001;15,950001;9,983333
;30242;st christol de rodieres;30;7;occitanie;44,2662811;4,5140228;406;358;351;349;366;358;26,449999;27,65;25,866667;28,466665;26,683332;26,683332;20,8583325;21,3666665;20,1833335;22,141666;20,9;20,9;15,266666;15,083333;14,5;15,816667;15,116668;15,116668;11,566664
;30243;st christol lez ales;30;7;occitanie;44,0839233;4,0761847;338;292;293;288;304;293;26,133333;27,216665;25,5;28,016665;26,300001;26,300001;20,9416665;21,366666;20,2166665;22,1333325;20,933334;20,9416665;15,75;15,516667;14,933333;16,25;15,566667;15,566667;10,733334
;30244;st clement;30;4;occitanie;43,8276634;4,0258212;299;258;264;255;272;264;26,916666;27,716665;26,199999;28,516665;26,916666;26,916666;21,699999;21,958332;20,8916655;22,733332;21,533333;21,699999;16,483332;16,199999;15,583332;16,949999;16,15;16,199999;10,716667
;34247;st clement de riviere;34;7;occitanie;43,6868286;3,8429699;272;234;241;233;249;241;26,883333;27,716667;26,266668;28,516668;26,916666;26,916666;21,8666665;22,175;21,141667;22,966667;21,758333;21,8666665;16,85;16,633333;16,016666;17,416666;16,6;16,633333;10,283333
;11337;st couat d aude;11;6;occitanie;43,2083778;2,6375659;266;234;243;230;244;243;26,716665;27,866669;26,116667;28,616667;26,966665;26,966665;21,5666655;21,9833335;20,8666665;22,8583335;21,6583325;21,6583325;16,416666;16,099998;15,616666;17,1;16,35;16,35;10,616665
;30248;st dezery;30;7;occitanie;43,9953499;4,2651854;332;286;290;284;301;290;27,533333;28,433334;26,833334;29,233332;27,583334;27,583334;21,8666665;22,1750005;21,066667;22,941666;21,7416675;21,8666665;16,2;15,916667;15,3;16,65;15,900001;15,916667;11,666667
;34249;st drezery;34;7;occitanie;43,7288589;3,9779215;287;246;254;244;260;254;27,050001;27,833334;26,349998;28,616667;27,033333;27,050001;21,8250005;22,1000005;21,049999;22,8833335;21,658333;21,8250005;16,6;16,366667;15,75;17,15;16,283333;16,366667;10,683334
;66172;st esteve;66;6;occitanie;42,7151375;2,8462417;228;196;211;196;206;206;27,199999;28,183334;26,450003;28,866667;27,316668;27,316668;22,375;22,7333335;21,5500015;23,5499995;22,358334;22,375;17,550001;17,283333;16,65;18,233332;17,4;17,4;9,916668
;34254;st felix de lodez;34;3;occitanie;43,6613083;3,4690142;261;224;229;220;234;229;27,216667;28,166666;26,650002;28,966667;27,316668;27,316668;22,1083335;22,4666655;21,4333345;23,2666675;22,0500005;22,1083335;17;16,766665;16,216667;17,566668;16,783333;16,783333;10,533335
;11342;st frichoux;11;6;occitanie;43,247879;2,5594385;268;236;245;232;246;245;26,616667;27,75;26;28,483332;26,849998;26,849998;21,45;21,866667;20,7416665;22,733333;21,549999;21,549999;16,283333;15,983334;15,483333;16,983334;16,25;16,25;10,599998
;34258;st genies de fontedit;34;3;occitanie;43,4688454;3,1748013;259;223;231;220;236;231;26,733332;27,75;26,15;28,516665;26,866667;26,866667;21,6833325;22,075;21,016666;22,908333;21,6916675;21,6916675;16,633333;16,4;15,883332;17,300001;16,516668;16,516668;10,349999
;30255;st genies de malgoires;30;7;occitanie;43,9463539;4,2124376;323;279;281;276;294;281;27,433334;28,300001;26,733332;29,099998;27,433332;27,433334;21,8583345;22,166668;21,0749995;22,933332;21,725;21,8583345;16,283335;16,033335;15,416667;16,766666;16,016668;16,033335;11,399999
;34256;st genies des mourgues;34;7;occitanie;43,6973724;4,0376668;279;240;248;237;255;248;27,349998;28,15;26,66667;28,883337;27,349998;27,349998;22,1083325;22,408333;21,333335;23,1500015;21,966666;22,1083325;16,866667;16,666666;16;17,416666;16,583334;16,666666;10,683332
;66175;st genis des fontaines;66;2;occitanie;42,5496597;2,9199231;238;204;223;205;216;216;26,866667;27,833334;26,133333;28,466667;27,016665;27,016665;22,083334;22,458334;21,258333;23,2250005;22,066666;22,083334;17,300001;17,083334;16,383333;17,983334;17,116667;17,116667;9,899998
;34259;st georges d orques;34;4;occitanie;43,616806;3,7739956;268;228;236;227;243;236;27,033333;27,883333;26,416666;28,633333;27,066666;27,066666;22,0583335;22,3916665;21,366667;23,166666;21,9666665;22,0583335;17,083334;16,9;16,316668;17,699999;16,866667;16,9;10,166666
;30256;st gervais;30;7;occitanie;44,1952057;4,5793052;382;337;333;329;345;337;27,4;28,516665;26,75;29,300001;27,566668;27,566668;21,6916665;22,1416655;20,9500005;22,9083345;21,683334;21,6916665;15,983333;15,766666;15,150001;16,516668;15,8;15,8;11,766668
;30258;st gilles;30;6;occitanie;43,6578064;4,4074268;289;247;259;245;264;259;27,766665;28,416666;27;29,150002;27,716667;27,766665;22,691665;22,958333;21,874999;23,6833335;22,5083335;22,691665;17,616665;17,5;16,749998;18,216665;17,3;17,5;10,266665
;11344;st hilaire;11;1;occitanie;43,0786743;2,3384914;364;318;330;313;332;330;24,166666;25,35;23,566666;26,033333;24,416666;24,416666;19,341666;19,775;18,633333;20,6249995;19,45;19,45;14,516666;14,2;13,7;15,216666;14,483334;14,483334;9,933332
;30260;st hilaire d ozilhan;30;5;occitanie;43,9726334;4,5998297;353;309;312;304;323;312;27,666666;28,499998;26,9;29,250002;27,650002;27,666666;21,991667;22,291666;21,1500005;23,033335;21,8166675;21,991667;16,316668;16,083334;15,400001;16,816668;15,983333;16,083334;11,583332
;30259;st hilaire de brethmas;30;5;occitanie;44,0921059;4,1231804;337;293;293;288;304;293;27;28,050001;26,35;28,866669;27,133333;27,133333;21,46666575;21,866667;20,741666;22,6500015;21,433333;21,46666575;15,9333315;15,683333;15,133332;16,433334;15,733333;15,733333;11,4
;30263;st hippolyte du fort;30;4;occitanie;43,9535217;3,8527367;311;267;271;267;282;271;26,199999;27,133331;25,550001;27,949999;26,266668;26,266668;20,9583325;21,2833325;20,2;22,0666655;20,8666675;20,9583325;15,716666;15,433334;14,849999;16,183332;15,466667;15,466667;10,800001
;30265;st jean de crieulon;30;5;occitanie;43,9665298;3,998379;311;269;272;267;282;272;26,583334;27,533333;25,933334;28,333334;26,65;26,65;21,266667;21,5833325;20,508333;22,366667;21,1500005;21,266667;15,95;15,633332;15,083332;16,4;15,650001;15,650001;10,999999
;34267;st jean de fos;34;3;occitanie;43,6940842;3,5464272;266;227;232;224;238;232;26,916666;27,883333;26,35;28,65;27,016665;27,016665;21,9333325;22,3;21,25;23,083334;21,8833325;21,9333325;16,949999;16,716667;16,15;17,516668;16,75;16,75;10,266665
;34268;st jean de la blaquiere;34;2;occitanie;43,7099075;3,430383;295;252;259;249;266;259;25,016665;25,966667;24,4;26,783333;25,116667;25,116667;20,291666;20,6333335;19,5999995;21,45;20,2416675;20,291666;15,566667;15,3;14,799999;16,116667;15,366668;15,366668;9,749999
;30266;st jean de maruejols et avejan;30;7;occitanie;44,2673225;4,2998233;377;329;324;323;339;329;26,75;27,96667;26,216667;28,800003;27;27;20,9833335;21,491668;20,3500005;22,283335;21,058334;21,058334;15,216667;15,016666;14,483334;15,766667;15,116668;15,116668;11,883332
;34269;st jean de minervois;34;2;occitanie;43,4001579;2,8176711;293;256;267;252;270;267;24,966667;26,050003;24,349998;26,849998;25,1;25,1;20,2;20,575001;19,491665;21,4416655;20,2;20,2;15,433333;15,099999;14,633332;16,033333;15,3;15,3;9,8
;30267;st jean de serres;30;7;occitanie;43,9894142;4,0763774;316;271;275;271;286;275;27,133333;28,049997;26,433334;28,85;27,183332;27,183332;21,6083335;21,933332;20,816667;22,7000005;21,4999995;21,6083335;16,083334;15,816667;15,2;16,550001;15,816667;15,816667;11,366665
;34270;st jean de vedas;34;5;occitanie;43,5720215;3,8323562;259;218;227;218;234;227;27,300001;28,133331;26,716667;28,883333;27,35;27,35;22,3166675;22,674999;21,6500005;23,4333335;22,25;22,3166675;17,333334;17,216667;16,583334;17,983334;17,15;17,216667;10,133333
;66177;st jean lasseille;66;6;occitanie;42,5858498;2,8646495;243;209;227;211;221;221;27;28;26,266668;28,650002;27,166666;27,166666;22,0583335;22,4416665;21,2416675;23,2166675;22,05;22,0583335;17,116667;16,883333;16,216667;17,783333;16,933334;16,933334;10,233332
;66178;st jean pla de corts;66;2;occitanie;42,5154686;2,7946546;267;228;249;230;240;240;26,466667;27,416664;25,666666;28,083336;26,583334;26,583334;21,6916665;22,0249985;20,8166665;22,816668;21,6416665;21,6916665;16,916666;16,633333;15,966667;17,55;16,699999;16,699999;9,883335
;30273;st julien de peyrolas;30;7;occitanie;44,2831573;4,5679703;401;352;346;344;362;352;26,933332;28,116667;26,333334;28,916666;27,150002;27,150002;21,2333325;21,725;20,55;22,491666;21,2750015;21,2750015;15,533333;15,333333;14,766666;16,066666;15,400001;15,400001;11,750001
;30275;st just et vacquieres;30;5;occitanie;44,1004028;4,2358413;355;309;309;304;321;309;26,5;27,533333;25,866669;28,35;26,633333;26,633333;20,941667;21,341666;20,2250005;22,1249995;20,9;20,941667;15,383334;15,149999;14,583332;15,899999;15,166667;15,166667;11,466666
;30277;st laurent de carnols;30;7;occitanie;44,2256927;4,5318117;398;349;345;342;360;349;26,566668;27,683334;25,916666;28,516668;26,733332;26,733332;21,0250005;21,475;20,2999995;22,266668;21,0249995;21,0250005;15,483333;15,266666;14,683333;16,016668;15,316667;15,316667;11,416665
;11351;st laurent de la cabrerisse;11;3;occitanie;43,0833969;2,7140377;267;232;242;230;242;242;26,099998;27,21667;25,416666;27,933332;26,266665;26,266665;21,266666;21,6750015;20,5083325;22,549999;21,2999995;21,2999995;16,433334;16,133333;15,599999;17,166666;16,333334;16,333334;9,933331
;30279;st laurent la vernede;30;7;occitanie;44,1113586;4,4614291;380;335;334;328;344;335;26,566666;27,566666;25,883333;28,366667;26,65;26,65;21,033333;21,408333;20,266666;22,175;20,95;21,033333;15,5;15,25;14,649999;15,983333;15,25;15,25;11,4
;30281;st mamert du gard;30;7;occitanie;43,8832092;4,1733856;321;277;280;274;292;280;26,9;27,716667;26,166666;28,516665;26,883333;26,9;21,583334;21,8583345;20,7583335;22,616665;21,4083335;21,583334;16,266668;16,000002;15,350001;16,716665;15,933334;16,000002;10,899998
;11353;st marcel sur aude;11;6;occitanie;43,2512779;2,9243054;244;211;220;209;222;220;27,166664;28,25;26,533333;29,016668;27,35;27,35;22,091666;22,4916675;21,3666665;23,3666665;22,1166665;22,1166665;17,016668;16,733335;16,2;17,716665;16,883333;16,883333;10,466667
;66184;st martin de fenouillet;66;2;occitanie;42,7848969;2,4784799;340;294;312;293;307;307;24,166666;25,233332;23,516668;25,9;24,4;24,4;19,4333335;19,8499995;18,691668;20,641666;19,5333335;19,5333335;14,700001;14,466667;13,866668;15,383332;14,666667;14,666667;9,733333
;34274;st martin de londres;34;4;occitanie;43,7926407;3,7079682;292;251;256;248;264;256;25,616667;26,533333;24,966667;27,333334;25,666666;25,666666;20,8416675;21,158333;20,1000005;21,9416675;20,741666;20,8416675;16,066668;15,783333;15,233334;16,550001;15,816666;15,816666;9,85
;11355;st martin de villereglan;11;1;occitanie;43,1038666;2,2112057;332;289;298;284;300;298;25,449999;26,666666;24,866667;27,349998;25,733332;25,733332;20,2916665;20,7499995;19,6166675;21,616666;20,433333;20,433333;15,133334;14,833333;14,366668;15,883334;15,133334;15,133334;10,599998
;34276;st mathieu de treviers;34;4;occitanie;43,7696838;3,8701158;288;246;252;244;261;252;26,466667;27,333336;25,816666;28,116667;26,5;26,5;21,4916675;21,791668;20,7333325;22,5666665;21,3583325;21,4916675;16,516668;16,25;15,649999;17,016666;16,216665;16,25;10,25
;30285;st maurice de cazevieille;30;5;occitanie;44,0349655;4,242394;337;292;293;287;304;293;27,116669;28,050001;26,433334;28,866669;27,183334;27,183334;21,52500025;21,866667;20,758333;22,6333345;21,4166675;21,52500025;15,9333315;15,683333;15,083332;16,4;15,650001;15,683333;11,500001
;30286;st maximin;30;5;occitanie;43,9881401;4,4559422;341;297;300;293;310;300;27,5;28,366663;26,783333;29,15;27,516668;27,516668;21,916667;22,241665;21,1;22,983333;21,7750005;21,916667;16,333334;16,116667;15,416667;16,816666;16,033333;16,116667;11,400001
;30289;st nazaire des gardies;30;5;occitanie;43,9805069;4,0156884;313;269;273;268;284;273;26,933334;27,866669;26,266668;28,683332;27;27;21,5;21,8000015;20,733334;22,6166665;21,3916665;21,5;16,066666;15,733334;15,2;16,550001;15,783333;15,783333;11,216667
;34281;st pargoire;34;3;occitanie;43,5314941;3,543561;261;222;229;220;236;229;26,58333;27,483335;26,016665;28,25;26,683332;26,683332;21,716665;22,1;21,0499995;22,8916675;21,6916655;21,716665;16,85;16,716665;16,083334;17,533335;16,699999;16,716665;9,966667
;66187;st paul de fenouillet;66;3;occitanie;42,8207016;2,507417;308;267;284;265;278;278;25,199999;26,300001;24,516668;26,949999;25,433334;25,433334;20,3583325;20,7750005;19,5916675;21,5666665;20,4333335;20,4333335;15,516666;15,25;14,666667;16,183334;15,433333;15,433333;10,000001
;30355;st paul les fonts;30;5;occitanie;44,0761452;4,6167216;372;327;329;322;339;329;27,316666;28,266668;26,616663;29,033333;27,383333;27,383333;21,6083335;21,9666675;20,8166645;22,708333;21,491667;21,6083335;15,900001;15,666667;15,016666;16,383333;15,600001;15,666667;11,716666
;30290;st paulet de caisson;30;7;occitanie;44,2609291;4,5867329;395;350;342;339;358;350;27,616667;28,816666;27,016668;29,616667;27,83333;27,83333;21,6916665;22,1999995;21,008334;22,9750005;21,733332;21,733332;15,766666;15,583333;15;16,333334;15,633334;15,633334;12,199996
;11364;st polycarpe;11;1;occitanie;43,0324478;2,3004062;392;341;355;336;354;354;23,716667;24,883333;23,116667;25,583334;23,966667;23,966667;18,85;19,2999995;18,166667;20,1416675;18,975;18,975;13,983333;13,716666;13,216667;14,700001;13,983333;13,983333;9,983334
;34285;st pons de mauchiens;34;3;occitanie;43,5092621;3,5135107;260;221;230;219;234;230;26,949999;27,883333;26,4;28,666666;27,050001;27,050001;21,9749995;22,3583335;21,316666;23,166666;21,9500005;21,9749995;17;16,833334;16,233332;17,666666;16,85;16,85;10,200001
;30294;st privat des vieux;30;5;occitanie;44,1420059;4,1305523;350;302;301;298;315;302;26,666666;27,75;26,083334;28,599998;26,816666;26,816666;21,1249995;21,5416665;20,425;22,3249995;21,091666;21,1249995;15,583333;15,333333;14,766666;16,050001;15,366666;15,366666;11,45
;30295;st quentin la poterie;30;7;occitanie;44,0572014;4,4384594;363;317;319;313;329;319;26,966667;27,949999;26,283335;28,699999;27,049997;27,049997;21,3500005;21,7333325;20,5833345;22,4666665;21,258332;21,3500005;15,733334;15,516666;14,883334;16,233334;15,466667;15,516666;11,533331
;34287;st saturnin de lucian;34;3;occitanie;43,7025108;3,4661787;272;232;238;230;245;238;26,516665;27,483335;25,933332;28,266668;26,633333;26,633333;21,5166655;21,883334;20,833333;22,6916675;21,4833335;21,5166655;16,516666;16,283333;15,733334;17,116667;16,333334;16,333334;10,299999
;30299;st siffret;30;5;occitanie;44,0154419;4,4685078;360;313;316;309;327;316;27,25;28,133333;26,516665;28,949999;27,266668;27,266668;21,6083335;21,9249995;20,7916655;22,6916665;21,4666675;21,6083335;15,966667;15,716666;15,066666;16,433334;15,666667;15,716666;11,550002
;34289;st thibery;34;6;occitanie;43,3924561;3,4007108;245;209;218;208;224;218;27,433334;28,383331;26,866669;29,133333;27,566666;27,566666;22,383334;22,7833325;21,7250015;23,5916665;22,3916665;22,3916665;17,333334;17,183334;16,583334;18,05;17,216667;17,216667;10,349999
;30228;ste anastasie;30;5;occitanie;43,9313393;4,3421683;336;292;297;288;306;297;27,199999;28,050001;26,466667;28,833334;27,216667;27,216667;21,7749995;22,0750005;20,966667;22,841667;21,625001;21,7749995;16,35;16,1;15,466667;16,85;16,033335;16,1;11,116667
;11340;ste eulalie;11;1;occitanie;43,2432175;2,20541;315;276;284;271;286;284;26,066666;27,266668;25,516668;27,983332;26,300001;26,300001;20,658333;21,1083345;20,0000005;21,966666;20,7583335;20,7583335;15,25;14,950001;14,483333;15,95;15,216666;15,216666;11,083335
;11366;ste valiere;11;6;occitanie;43,2745514;2,8452199;249;218;227;216;228;227;26,9;27,983332;26,266668;28,733335;27,050001;27,050001;21,8083335;22,199999;21,0916665;23,058334;21,8249995;21,8249995;16,716667;16,416666;15,916665;17,383333;16,599998;16,599998;10,450003
;34307;sussargues;34;7;occitanie;43,7097244;3,9935768;287;246;254;244;260;254;27,050001;27,833334;26,349998;28,616667;27,033333;27,050001;21,8250005;22,1000005;21,049999;22,8833335;21,658333;21,8250005;16,6;16,366667;15,75;17,15;16,283333;16,366667;10,683334
;11386;talairan;11;3;occitanie;43,030056;2,6696219;295;257;270;254;269;269;24,933334;26,050001;24,283333;26,783333;25,166666;25,166666;20,283333;20,691667;19,558333;21,575;20,35;20,35;15,633332;15,333333;14,833333;16,366667;15,533334;15,533334;9,633332
;66205;tautavel;66;3;occitanie;42,8135757;2,7193625;258;223;238;222;235;235;26,116667;27,150002;25,4;27,866667;26,266665;26,266665;21,366667;21,733335;20,566667;22,5666675;21,3499995;21,366667;16,616667;16,316668;15,733334;17,266668;16,433334;16,433334;9,833331
;30326;tavel;30;5;occitanie;44,0093193;4,6927929;367;322;325;317;334;325;27,583334;28,48333;26,816666;29,199999;27,616667;27,616667;21,8916665;22,20833075;21,041666;22,9333325;21,7416675;21,8916665;16,199999;15,9333315;15,266666;16,666666;15,866668;15,9333315;11,6833355
;66207;terrats;66;2;occitanie;42,6027565;2,75984;264;227;247;227;237;237;26,683332;27,683334;25,933334;28,333334;26,833334;26,833334;21,708332;22,083333;20,875;22,8500005;21,691667;21,708332;16,733332;16,483332;15,816666;17,366667;16,55;16,55;10,283334
;34309;teyran;34;7;occitanie;43,684742;3,9287095;277;238;245;235;253;245;27,099998;27,916666;26,433334;28,666666;27,083334;27,099998;21,924999;22,2249995;21,1750005;22,991666;21,7750005;21,924999;16,75;16,533333;15,916667;17,316666;16,466667;16,533333;10,566665
;11390;thezan des corbieres;11;3;occitanie;43,0893059;2,7833378;266;230;241;229;243;241;25,966665;27,066666;25,316666;27,816666;26,116667;26,116667;21,1999995;21,5999995;20,466667;22,491666;21,2333335;21,2333335;16,433334;16,133333;15,616668;17,166666;16,35;16,35;9,766667
;34310;thezan les beziers;34;5;occitanie;43,4133682;3,1574225;244;210;219;208;222;219;27,233332;28,283335;26,666664;29,049997;27,383331;27,383331;22,15;22,5500015;21,4749995;23,383331;22,1666655;22,1666655;17,066668;16,816668;16,283335;17,716665;16,95;16,95;10,433331
;30328;theziers;30;5;occitanie;43,9039383;4,6270952;330;288;296;285;303;296;28,366669;29,116663;27,533333;29,816668;28,299997;28,366669;22,7083345;22,949998;21,8083335;23,666668;22,4833315;22,7083345;17,05;16,783333;16,083334;17,516668;16,666666;16,783333;11,583336
;66210;thuir;66;6;occitanie;42,6433067;2,7585816;246;211;230;214;224;224;26,783333;27,799997;26,033335;28,466667;26,933332;26,933332;21,908333;22,258332;21,0583345;23,0583345;21,875;21,908333;17,033333;16,716667;16,083334;17,650002;16,816668;16,816668;10,116664
;30330;tornac;30;5;occitanie;44,0187721;3,9849014;325;281;283;278;293;283;26,083334;27,066666;25,416666;27,866667;26,133331;26,133331;20,850001;21,2083325;20,1;21,9833335;20,7583325;20,850001;15,616668;15,349999;14,783334;16,1;15,383334;15,383334;10,749997
;34311;tourbes;34;6;occitanie;43,4428253;3,3732753;253;216;225;215;231;225;27,266668;28,233332;26,699999;28,966667;27,366663;27,366663;22,166668;22,5583325;21,5166655;23,3583335;22,1416655;22,166668;17,066668;16,883333;16,333332;17,75;16,916668;16,916668;10,449995
;11392;tournissan;11;3;occitanie;43,0840759;2,6602621;276;242;253;238;253;253;25,75;26,883333;25,116667;27,599998;25,966667;25,966667;20,95;21,3499995;20,216667;22,2333325;21,0333335;21,0333335;16,15;15,816666;15,316667;16,866667;16,1;16,1;9,866667
;11393;tourouzelle;11;6;occitanie;43,2471046;2,7266481;256;225;234;223;236;234;26,716667;27,833334;26,066666;28,583334;26,883331;26,883331;21,6916665;22,091667;20,9583325;22,950001;21,7249985;21,7249985;16,666666;16,35;15,849999;17,316668;16,566666;16,566666;10,316665
;11396;trausse;11;3;occitanie;43,318222;2,569016;289;254;262;251;266;262;26,216667;27,349998;25,616667;28,116669;26,433334;26,433334;21;21,4083325;20,3000005;22,2833345;21,0833335;21,0833335;15,783333;15,466667;14,983334;16,45;15,733333;15,733333;10,700001
;11397;trebes;11;1;occitanie;43,2054062;2,4597764;289;252;263;248;262;262;25,983332;27,15;25,383333;27,866667;26,233332;26,233332;20,958333;21,391667;20,266667;22,2583335;21,0749995;21,0749995;15,933334;15,633334;15,150001;16,65;15,916667;15,916667;10,316665
;30331;tresques;30;7;occitanie;44,1173515;4,5930853;370;325;325;320;336;325;27,833334;28,833334;27,15;29,6;27,933332;27,933332;22,0250005;22,4000005;21,2499995;23,1583335;21,949999;22,0250005;16,216667;15,966667;15,349999;16,716667;15,966666;15,966667;11,966665
;66214;tresserre;66;2;occitanie;42,5559158;2,8377895;252;216;237;219;230;230;26,816666;27,783333;26,050001;28,450003;26,949999;26,949999;21,9249995;22,2999995;21,091667;23,083335;21,8916665;21,9249995;17,033333;16,816666;16,133333;17,716667;16,833334;16,833334;10,116665
;66215;trevillach;66;2;occitanie;42,7093582;2,5089872;350;302;323;301;315;315;24,033333;25,099998;23,35;25,766668;24,266665;24,266665;19,216667;19,649999;18,4666665;20,4250005;19,3166665;19,3166665;14,400001;14,2;13,583333;15,083333;14,366668;14,366668;9,899997
;66217;trouillas;66;6;occitanie;42,6064224;2,8200576;254;219;238;220;230;230;26,9;27,883333;26,166666;28,516668;27,033333;27,033333;21,908333;22,2749995;21,083333;23,041668;21,8833325;21,908333;16,916666;16,666666;16;17,566668;16,733332;16,733332;10,300001
;11401;tuchan;11;3;occitanie;42,9062767;2,7277803;267;232;245;231;243;243;25,483335;26,550001;24,766665;27,233332;25,650002;25,650002;20,891668;21,2833345;20,091666;22,091666;20,900001;20,900001;16,300001;16,016668;15,416667;16,95;16,15;16,15;9,500002
;34316;usclas du bosc;34;2;occitanie;43,7284126;3,3993502;292;249;256;247;263;256;24,966667;25,949999;24,383333;26,733335;25,066666;25,066666;20,2999995;20,649999;19,591666;21,4500005;20,25;20,2999995;15,633332;15,349999;14,799999;16,166666;15,433334;15,433334;9,633332
;30334;uzes;30;7;occitanie;44,0132179;4,4162507;349;304;306;300;317;306;27,5;28,416666;26,783333;29,216667;27,549997;27,549997;21,791667;22,116666;20,9916665;22,883334;21,6749985;21,791667;16,083334;15,816666;15,2;16,550001;15,8;15,816666;11,733331
;34318;vacquieres;34;4;occitanie;43,829216;3,950706;293;252;257;249;266;257;26,633333;27,466667;25,949999;28,25;26,633333;26,633333;21,4750005;21,758334;20,6999995;22,533333;21,333334;21,4750005;16,316668;16,050001;15,45;16,816666;16,033335;16,050001;10,583332
;11251;val de dagne;11;3;occitanie;43,1335526;2,5489652;301;264;274;259;273;273;25,349998;26,5;24,699999;27,199997;25,566666;25,566666;20,4333325;20,841667;19,6999995;21,699998;20,5166665;20,5166665;15,516667;15,183334;14,7;16,199999;15,466667;15,466667;10,099999
;34322;valflaunes;34;4;occitanie;43,8018761;3,8623068;304;261;267;259;276;267;25,916666;26,766668;25,266665;27,566668;25,933334;25,933334;20,9416665;21,2166675;20,175;22,0083335;20,8000005;20,9416665;15,966667;15,666667;15,083335;16,449999;15,666667;15,666667;10,266667
;30340;valliguieres;30;5;occitanie;44,0083771;4,5898519;372;325;327;319;338;327;26,949999;27,83333;26,183332;28,6;26,949999;26,949999;21,374999;21,7083315;20,5499995;22,458334;21,216666;21,374999;15,799999;15,583333;14,916667;16,316668;15,483333;15,583333;11,366666
;34325;valros;34;6;occitanie;43,4193535;3,3612881;253;216;225;215;231;225;27,266668;28,233332;26,699999;28,966667;27,366663;27,366663;22,166668;22,5583325;21,5166655;23,3583335;22,1416655;22,166668;17,066668;16,883333;16,333332;17,75;16,916668;16,916668;10,449995
;30341;vauvert;30;6;occitanie;43,6256256;4,3058801;288;246;257;245;263;257;27,683334;28,349998;26,933332;29,116669;27,633333;27,683334;22,625001;22,875;21,8166655;23,6333345;22,4416665;22,625001;17,566668;17,400002;16,699999;18,15;17,25;17,400002;10,283332
