Unnamed: 0;Municipality;nom_commune;code_departement;cluster;nom_region;latitude;longitude;EC_Earth_precipitation_total;HadGEM3_precipitation_total;MPI-ESM1_precipitation_total;UKESM1_precipitation_total;IPSL_precipitation_total;precipitation_total;EC_Earth_tmax;HadGEM3_tmax;MPI-ESM1_tmax;UKESM1_tmax_mean;IPSL_tmax_mean;tmax_mean;EC_Earth_tmoy;HadGEM3_tmoy;MPI-ESM1_tmoy;UKESM1_tmoy;IPSL_tmoy;temp_moyenne;EC_Earth_tmin;HadGEM3_tmin;MPI-ESM1_tmin;UKESM1_tmin;IPSL_tmin;tmin_mean;amplitude_thermique
;11041;bize minervois;11;3;occitanie;43,3297653;2,8712981;623;569;607;570;579;579;21,333334;22,816668;20,408335;23,366663;21,700003;21,700003;16,9375005;17,862501;16,037501;18,4999975;17,254168;17,254168;12,541667;12,908334;11,666667;13,633332;12,808333;12,808333;8,89167
;30041;blauzac;30;7;occitanie;43,9666519;4,3749399;837;726;806;743;749;749;21,775;23,16667;20,78333;23,758333;22,1;22,1;16,8333325;17,7083345;15,829165;18,329167;17,0333335;17,0333335;11,891665;12,249999;10,875;12,900001;11,966667;11,966667;10,133333
;11042;blomac;11;6;occitanie;43,2136803;2,589036;645;592;628;594;604;604;21,416666;22,9;20,466665;23,424997;21,808332;21,808332;16,9;17,8124995;15,9749995;18,4458315;17,2583325;17,2583325;12,383334;12,724999;11,483334;13,466666;12,708333;12,708333;9,099999
;34033;boisseron;34;7;occitanie;43,752449;4,0759406;739;645;717;656;660;660;22,066668;23,333334;21,091665;23,966665;22,316668;22,316668;17,1875005;18,0250005;16,233333;18,662499;17,3666665;17,3666665;12,308333;12,716667;11,375001;13,358333;12,416665;12,416665;9,900003
;30047;bouillargues;30;5;occitanie;43,8017998;4,434617;815;708;792;728;726;728;22,641665;23,841665;21,633331;24,450003;22,85;22,85;17,6416655;18,433333;16,6374985;19,0541685;17,7500005;17,7500005;12,641666;13,025001;11,641666;13,658334;12,650001;12,650001;10,199999
;34037;boujan sur libron;34;6;occitanie;43,3797302;3,263406;613;551;601;559;563;563;22,125;23,516665;21,258333;24,091667;22,483332;22,483332;17,5750005;18,491666;16,733333;19,1333325;17,8791665;17,8791665;13,025001;13,466667;12,208333;14,174998;13,275001;13,275001;9,208331
;30049;bourdic;30;7;occitanie;43,9777031;4,3346019;837;726;806;743;749;749;21,775;23,16667;20,78333;23,758333;22,1;22,1;16,8333325;17,7083345;15,829165;18,329167;17,0333335;17,0333335;11,891665;12,249999;10,875;12,900001;11,966667;11,966667;10,133333
;11048;boutenac;11;6;occitanie;43,1462021;2,7982733;614;565;598;566;571;571;21,533333;22,999998;20,583334;23,533335;21,883333;21,883333;17,1416665;18,049998;16,2208335;18,7000015;17,4625;17,4625;12,75;13,099998;11,858333;13,866668;13,041667;13,041667;8,841666
;30050;bragassargues;30;5;occitanie;43,9189377;4,0457878;780;676;749;689;698;698;21,258335;22,641668;20,283333;23,258333;21,575003;21,575003;16,554168;17,420834;15,5708335;18,054166;16,7625015;16,7625015;11,850001;12,2;10,858334;12,849999;11,95;11,95;9,625003
;11049;bram;11;1;occitanie;43,2514305;2,1105866;756;690;732;689;708;708;20,933334;22,433334;19,991669;22,966667;21,333334;21,333334;16,0833335;17,0000005;15,1666675;17,625;16,4458335;16,4458335;11,233333;11,566667;10,341666;12,283333;11,558333;11,558333;9,775001
;34041;brignac;34;5;occitanie;43,6220589;3,4707627;631;560;614;565;572;572;22,050001;23,433334;21,175001;24,041666;22,391668;22,391668;17,5083335;18,4208335;16,6583335;19,066666;17,7875005;17,7875005;12,966666;13,408333;12,141666;14,091666;13,183333;13,183333;9,208335
;34042;brissac;34;3;occitanie;43,8676491;3,7054639;721;627;691;636;647;647;20,483334;21,874998;19,55;22,491667;20,824999;20,824999;16,175001;17,0541655;15,2416665;17,6916665;16,429166;16,429166;11,866668;12,233333;10,933333;12,891666;12,033333;12,033333;8,791666
;30055;brouzet les ales;30;5;occitanie;44,1329117;4,2515244;908;785;864;797;814;814;20;21,516668;19,041666;22,158333;20,383333;20,383333;15,308333;16,2458335;14,3458335;16,9041675;15,5749995;15,5749995;10,616666;10,974999;9,650001;11,650002;10,766666;10,766666;9,616667
;30054;brouzet les quissac;30;4;occitanie;43,863205;3,9838085;744;646;716;659;664;664;21,466667;22,791666;20,500002;23,416666;21,766668;21,766668;16,7541675;17,5999995;15,7791675;18,2291665;16,941667;16,941667;12,041668;12,408333;11,058333;13,041667;12,116666;12,116666;9,650002
;11053;brugairolles;11;1;occitanie;43,1355133;2,160753;778;711;751;708;724;724;20,383335;21,891665;19,425001;22,408333;20,800001;20,800001;15,679168;16,608333;14,7500005;17,224999;16,0500005;16,0500005;10,975001;11,325001;10,075;12,041665;11,3;11,3;9,500001
;34044;cabrerolles;34;2;occitanie;43,5345726;3,1222496;686;618;668;620;633;633;19,75;21,208334;18,866667;21,816666;20,133333;20,133333;15,816667;16,7375;14,945834;17,3833335;16,1333335;16,1333335;11,883334;12,266666;11,025001;12,950001;12,133334;12,133334;7,999999
;30060;caissargues;30;5;occitanie;43,7922897;4,3952966;804;697;780;717;718;718;22,674997;23,916666;21,675001;24,533335;22,90833;22,90833;17,7083325;18,520833;16,7083335;19,1458345;17,8416645;17,8416645;12,741668;13,125;11,741666;13,758334;12,774999;12,774999;10,133331
;30062;calvisson;30;5;occitanie;43,7878838;4,1889062;769;670;747;684;688;688;22,166666;23,441666;21,183334;24,033333;22,433334;22,433334;17,3541665;18,2000005;16,3916665;18,8083325;17,5208335;17,5208335;12,541667;12,958335;11,599999;13,583332;12,608333;12,608333;9,825001
;34047;campagnan;34;5;occitanie;43,5404243;3,4931383;624;558;613;564;568;568;22,125;23,508337;21,291666;24,091667;22,474998;22,474998;17,6125005;18,533335;16,7916665;19,1583325;17,9041655;17,9041655;13,100001;13,558333;12,291667;14,224998;13,333333;13,333333;9,141665
;34048;campagne;34;7;occitanie;43,7864418;4,0341873;733;640;712;651;656;656;21,9;23,175001;20,949999;23,791666;22,175001;22,175001;17,083333;17,929167;16,1541665;18,558333;17,2708335;17,2708335;12,266666;12,683333;11,358334;13,325;12,366666;12,366666;9,808335
;11064;camplong d aude;11;3;occitanie;43,1329613;2,6535501;694;639;676;638;647;647;20,466665;21,958334;19,525;22,475;20,849998;20,849998;16,2041655;17,1208335;15,2833335;17,7624995;16,545833;16,545833;11,941666;12,283333;11,041667;13,049999;12,241668;12,241668;8,60833
;30065;canaules et argentieres;30;7;occitanie;43,9792557;4,0482745;769;666;736;676;690;690;21,583334;23,008331;20,608335;23,599998;21,925001;21,925001;16,670834;17,5833325;15,700001;18,1916655;16,9041665;16,9041665;11,758334;12,158334;10,791667;12,783333;11,883332;11,883332;10,041669
;11067;canet;11;6;occitanie;43,2264481;2,8312562;603;556;589;556;562;562;21,900002;23,375;20,975;23,908333;22,25;22,25;17,391667;18,295834;16,479167;18,9499995;17,7041665;17,7041665;12,883332;13,216668;11,983334;13,991666;13,158333;13,158333;9,091667
;34051;canet;34;5;occitanie;43,5983276;3,4832592;631;560;614;565;572;572;22,050001;23,433334;21,175001;24,041666;22,391668;22,391668;17,5083335;18,4208335;16,6583335;19,066666;17,7875005;17,7875005;12,966666;13,408333;12,141666;14,091666;13,183333;13,183333;9,208335
;66037;canet en roussillon;66;6;occitanie;42,6838989;3,0109048;529;492;526;496;496;496;22,15;23,4;21,183332;23,949999;22,449999;22,449999;17,9833335;18,7875;17,033333;19,425;18,2166665;18,2166665;13,816667;14,175;12,883334;14,900001;13,983334;13,983334;8,466665
;30066;cannes et clairan;30;5;occitanie;43,9115028;4,0851336;783;677;753;692;700;700;21,441666;22,775;20,449999;23,391668;21,725;21,725;16,716667;17,566667;15,737499;18,200001;16,908333;16,908333;11,991668;12,358334;11,024999;13,008334;12,091666;12,091666;9,633334
;11068;capendu;11;6;occitanie;43,1834145;2,5534608;658;605;640;608;615;615;21,016666;22,5;20,066668;23,016668;21,425001;21,425001;16,6624995;17,566666;15,7416675;18,204167;17,0208335;17,0208335;12,308333;12,633332;11,416667;13,391666;12,616666;12,616666;8,808335
;34052;capestang;34;5;occitanie;43,3218956;3,0480511;588;539;578;542;547;547;22,041666;23,475;21,15;24,033335;22,408335;22,408335;17,5083325;18,429166;16,633334;19,0791675;17,8250005;17,8250005;12,974999;13,383332;12,116668;14,125;13,241666;13,241666;9,166669
;66039;caramany;66;2;occitanie;42,7367516;2,5599797;708;648;689;649;655;655;20;21,299997;18,983332;21,841667;20,316666;20,316666;15,6708335;16,4583315;14,654166;17,0875;15,933333;15,933333;11,341667;11,616666;10,325;12,333333;11,55;11,55;8,766666
;11069;carcassonne;11;1;occitanie;43,2094154;2,3434222;708;650;687;648;665;665;21,083334;22,583334;20,133333;23,124998;21,5;21,5;16,545833;17,458333;15,6124995;18,095832;16,9166665;16,9166665;12,008332;12,333332;11,091666;13,066666;12,333333;12,333332;9,166668
;30068;cardet;30;7;occitanie;44,0149727;4,0888028;777;675;745;685;699;699;21,583334;23,025002;20,6;23,633333;21,941666;21,941666;16,6333335;17,5416675;15,6458335;18,1625;16,870834;16,870834;11,683333;12,058333;10,691667;12,691667;11,800002;11,800002;10,141664
;11070;carlipa;11;1;occitanie;43,3061638;2,1216018;771;702;745;702;723;723;20,608335;22,141665;19,683332;22,666666;21,041666;21,041666;15,8583345;16,7958325;14,949999;17,4083335;16,2333325;16,2333325;11,108334;11,45;10,216666;12,150001;11,424999;11,424999;9,616667
;30070;carsan;30;7;occitanie;44,2301865;4,5853286;912;791;866;801;819;819;21,116667;22,683334;20,116667;23,299997;21,525;21,525;16,2125;17,191667;15,216667;17,820832;16,4875005;16,4875005;11,308333;11,7;10,316667;12,341667;11,450001;11,450001;10,074999
;66041;cases de pene;66;3;occitanie;42,7874985;2,778069;608;561;594;561;563;563;21,699999;23;20,691666;23,550001;21,974998;21,974998;17,2916665;18,0916665;16,291666;18,7291675;17,5208325;17,5208325;12,883334;13,183333;11,891666;13,908334;13,066667;13,066667;8,908331
;11077;castelnau d aude;11;6;occitanie;43,2330284;2,6773355;632;581;618;581;590;590;21,475;22,933332;20,516665;23,483332;21,824999;21,824999;17,0166665;17,899999;16,079166;18,554166;17,325;17,325;12,558333;12,866666;11,641667;13,625;12,825001;12,825001;8,999998
;34056;castelnau de guers;34;6;occitanie;43,4356003;3,4707322;629;564;619;572;575;575;22,008333;23,383333;21,183332;23,949999;22,366667;22,366667;17,595833;18,5374995;16,7958325;19,1625;17,9;17,9;13,183333;13,691666;12,408333;14,375001;13,433333;13,433333;8,933334
;34057;castelnau le lez;34;5;occitanie;43,6377258;3,9124193;697;615;684;628;628;628;21,933334;23,233335;21,033333;23,808334;22,233332;22,233332;17,3291675;18,2041675;16,441666;18,8083335;17,554166;17,554166;12,725001;13,175;11,849999;13,808333;12,875;12,875;9,358332
;30072;castelnau valence;30;7;occitanie;44,0094032;4,2443705;821;710;788;723;735;735;21,491667;22,908335;20,508333;23,541666;21,825003;21,825003;16,5583335;17,4541675;15,5708335;18,091666;16,7791685;16,7791685;11,625;12;10,633334;12,641666;11,733334;11,733334;10,091669
;34058;castries;34;7;occitanie;43,6886978;3,9797263;717;630;701;643;643;643;21,958336;23,233335;21,03333;23,841667;22,233332;22,233332;17,1958345;18,0458345;16,2833315;18,6874995;17,3874985;17,3874985;12,433333;12,858334;11,533333;13,533332;12,541665;12,541665;9,691667
;11081;caunes minervois;11;1;occitanie;43,3326149;2,5163295;701;643;682;642;658;658;20,691668;22,191666;19,749998;22,741667;21,116665;21,116665;16,1875005;17,1083325;15,274999;17,7458335;16,570833;16,570833;11,683333;12,024999;10,8;12,75;12,025001;12,024999;9,091666
