Unnamed: 0;Municipality;nom_commune;code_departement;cluster;nom_region;latitude;longitude;EC_Earth_precipitation_total;HadGEM3_precipitation_total;MPI-ESM1_precipitation_total;UKESM1_precipitation_total;IPSL_precipitation_total;precipitation_total;EC_Earth_tmax;HadGEM3_tmax;MPI-ESM1_tmax;UKESM1_tmax_mean;IPSL_tmax_mean;tmax_mean;EC_Earth_tmoy;HadGEM3_tmoy;MPI-ESM1_tmoy;UKESM1_tmoy;IPSL_tmoy;temp_moyenne;EC_Earth_tmin;HadGEM3_tmin;MPI-ESM1_tmin;UKESM1_tmin;IPSL_tmin;tmin_mean;amplitude_thermique
#;;a;;;;;;mm;mm;mm;mm;mm;mm;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C;°C
;34207;pomerols;34;6;occitanie;43,4003525;3,5394237;608;586;555;576;562;576;21,949999;22,675001;21,366667;23,433334;22,050001;22,050001;17,5749995;18,0000005;16,916667;18,779167;17,604167;17,604167;13,2;13,325;12,466667;14,125;13,158333;13,2;8,850001
;30200;pompignan;30;4;occitanie;43,8960075;3,8597693;739;710;669;687;681;687;20,483334;21,2;19,783335;22,033335;20,533333;20,533333;15,8124995;16,195833;15,029168;16,9916675;15,7749995;15,8124995;11,141665;11,191666;10,275001;11,95;11,016666;11,141665;9,391668
;30202;pont st esprit;30;7;occitanie;44,2525253;4,639277;860;835;769;795;790;795;21,5;22,366663;20,783333;23,275002;21,633333;21,633333;16,3416665;16,8124985;15,5458325;17,6583345;16,35;16,35;11,183333;11,258334;10,308332;12,041667;11,066667;11,183333;10,45
;66145;ponteilla;66;6;occitanie;42,6327705;2,826257;575;532;529;552;531;532;21,933334;22,675001;21,158333;23,333334;22,025;22,025;17,275001;17,633334;16,4375;18,3666675;17,2625;17,275001;12,616668;12,591667;11,716667;13,400001;12,5;12,591667;9,433333
;11295;portel des corbieres;11;3;occitanie;43,0518837;2,906374;609;586;557;583;569;583;20,666666;21,441666;19,958334;22,166666;20,758333;20,758333;16,629166;17,0041665;15,850001;17,7999995;16,6625;16,6625;12,591666;12,566667;11,741668;13,433333;12,566667;12,566667;8,191666
;30205;pougnadoresse;30;7;occitanie;44,0915756;4,5091009;867;841;780;805;793;805;20,84167;21,608332;20,1;22,466667;20,908333;20,908333;15,920835;16,3458325;15,1041665;17,150001;15,879166;15,920835;11;11,083333;10,108333;11,833335;10,849999;11;9,908333
;30207;pouzilhac;30;5;occitanie;44,0390434;4,5810533;862;836;778;800;789;800;20,916666;21,625;20,15;22,450003;20,933332;20,933332;16,016667;16,4083335;15,179167;17,195835;15,9291655;16,016667;11,116668;11,191667;10,208334;11,941667;10,924999;11,116668;9,816664
;34214;pouzolles;34;3;occitanie;43,4793129;3,2737067;625;602;571;588;581;588;21,358332;22,133333;20,766668;22,925003;21,491667;21,491667;16,8541655;17,266667;16,1583335;18,0708345;16,904167;16,904167;12,349999;12,400001;11,549999;13,216666;12,316667;12,349999;9,141668
;11296;pouzols minervois;11;5;occitanie;43,2849541;2,8125553;614;598;565;587;580;587;21,158333;21,949999;20,458334;22,725;21,258333;21,258333;16,712499;17,1041655;15,9416665;17,925;16,7624995;16,7624995;12,266665;12,258332;11,424999;13,125;12,266666;12,266665;8,991668
;34217;prades le lez;34;7;occitanie;43,7074471;3,8649001;682;661;623;643;632;643;21,4;22,058334;20,741667;22,883333;21,433334;21,433334;16,7791665;17,154167;16,045833;17,9499995;16,7416665;16,7791665;12,158333;12,25;11,349999;13,016666;12,049999;12,158333;9,275001
;34218;prades sur vernazobre;34;2;occitanie;43,4581604;2,9768164;629;609;578;596;592;596;20,75;21,533333;20,091665;22,35;20,85;20,85;16,3583335;16,7583335;15,620832;17,5875;16,412499;16,412499;11,966667;11,983334;11,149999;12,825;11,974998;11,974998;8,875002
;34221;puechabon;34;3;occitanie;43,7251091;3,6060982;689;663;624;643;638;643;20,199999;20,941668;19,558332;21,766665;20,291664;20,291664;16,004166;16,3958335;15,270833;17,1958325;15,9958325;16,004166;11,808333;11,849999;10,983334;12,625;11,700001;11,808333;8,483331
;30208;puechredon;30;7;occitanie;43,9437485;4,0558562;758;728;684;705;699;705;20,949999;21,65;20,241667;22,483332;21;21;16,1874995;16,5666675;15,3958335;17,358333;16,1458335;16,1874995;11,425;11,483335;10,55;12,233334;11,291667;11,425;9,575
;11301;puicheric;11;6;occitanie;43,2291985;2,6125937;643;623;591;613;605;613;21,074999;21,866669;20,375002;22,641668;21,199999;21,199999;16,5375;16,912502;15,775001;17,7416675;16,616666;16,616666;12,000001;11,958335;11,175;12,841667;12,033333;12,000001;9,199998
;34222;puilacher;34;3;occitanie;43,5667686;3,5053351;634;609;577;594;585;594;21,558334;22,283333;20,949999;23,091667;21,658335;21,658335;17,0375;17,4541665;16,3541655;18,2458345;17,0625005;17,0625005;12,516666;12,625;11,758332;13,400002;12,466666;12,516666;9,141669
;34223;puimisson;34;5;occitanie;43,4378548;3,2081704;621;600;569;587;579;587;21,475;22,241667;20,858332;23,025002;21,591667;21,591667;16,8833325;17,295834;16,195833;18,10416675;16,933334;16,933334;12,291665;12,350001;11,533334;13,1833315;12,275001;12,291665;9,300002
;34224;puissalicon;34;3;occitanie;43,4540024;3,2376785;620;599;568;586;578;586;21,608332;22,358335;20,974998;23,15;21,716667;21,716667;16,966665;17,3833345;16,2624985;18,174999;17,0125;17,0125;12,324998;12,408334;11,549999;13,199998;12,308333;12,324998;9,391669
;34225;puisserguier;34;5;occitanie;43,3769341;3,0466349;627;606;576;595;588;595;21,15;21,908333;20,508331;22,708334;21,249998;21,249998;16,5916665;16,995834;15,8749985;17,808334;16,641665;16,641665;12,033333;12,083335;11,241666;12,908334;12,033332;12,033333;9,216665
;30209;pujaut;30;5;occitanie;43,9995651;4,7646837;804;790;733;755;743;755;22,066668;22,70833;21,266665;23,541666;22,041666;22,066668;16,8916675;17,2416655;16,0249995;18,041667;16,7625;16,8916675;11,716667;11,775001;10,783334;12,541668;11,483334;11,716667;10,350001
;34226;quarante;34;5;occitanie;43,3508873;2,980629;619;600;570;589;581;589;21,141666;21,916666;20,458334;22,691666;21,241667;21,241667;16,629167;17,029166;15,8833335;17,8333325;16,6791665;16,6791665;12,116668;12,141666;11,308333;12,974999;12,116666;12,116668;9,124999
;30210;quissac;30;4;occitanie;43,9183388;3,9971111;735;705;663;681;677;681;20,866667;21,574999;20,166668;22,433334;20,891668;20,891668;16,170833;16,5458325;15,3875005;17,3625005;16,116667;16,170833;11,474999;11,516666;10,608333;12,291667;11,341666;11,474999;9,416669
;11307;raissac d aude;11;6;occitanie;43,2286415;2,8775795;591;575;541;565;557;565;21,525;22,300001;20,841667;23,058334;21,616669;21,616669;17,054166;17,437501;16,2999995;18,2500005;17,0958345;17,0958345;12,583332;12,575001;11,758332;13,441667;12,575;12,575001;9,041668
;66158;rasigueres;66;2;occitanie;42,7746544;2,595397;656;616;605;626;610;616;20,550001;21,3;19,791668;21,991667;20,666666;20,666666;16,120834;16,479167;15,3041675;17,2333325;16,1624995;16,1624995;11,691667;11,658334;10,816667;12,474998;11,658333;11,658334;9,008332
;30211;redessan;30;5;occitanie;43,8344383;4,5127802;799;778;729;750;738;750;22,158335;22,750002;21,35;23,549997;22,099998;22,158335;17,0708345;17,3875015;16,2041665;18,1666655;16,920833;17,0708345;11,983334;12,025001;11,058333;12,783334;11,741668;11,983334;10,175001
;30212;remoulins;30;5;occitanie;43,9408951;4,5647588;799;780;727;749;737;749;22,008333;22,641668;21,20833;23,458334;21,966667;22,008333;16,975;17,320834;16,108332;18,1125005;16,841667;16,975;11,941667;12;11,008334;12,766667;11,716667;11,941667;10,066666
;30214;ribaute les tavernes;30;7;occitanie;44,0419426;4,0851955;765;735;686;706;702;706;21,133333;21,908333;20,433332;22,775;21,216667;21,216667;16,1958335;16,6124995;15,4083325;17,4375005;16,179167;16,1958335;11,258334;11,316666;10,383333;12,100001;11,141667;11,258334;9,958333
;11314;rieux en val;11;3;occitanie;43,0783997;2,5405781;750;722;688;711;702;711;19,116667;19,925;18,4;20,666666;19,275;19,275;14,995834;15,3791665;14,208333;16,1875005;15,0916665;15,0916665;10,875001;10,833333;10,016666;11,708335;10,908333;10,875001;8,399999
;11315;rieux minervois;11;6;occitanie;43,268795;2,5912392;652;630;599;621;614;621;21,025;21,841667;20,324999;22,608332;21,166666;21,166666;16,4250005;16,8291665;15,6624995;17,6374995;16,516666;16,516666;11,825001;11,816666;11;12,666667;11,866666;11,825001;9,341665
;66164;rivesaltes;66;6;occitanie;42,7789345;2,8768525;556;521;509;531;513;521;22,283333;23,016665;21,525;23,691666;22,366669;22,366669;17,7499995;18,112499;16,929166;18,8583325;17,7500005;17,7500005;13,216666;13,208333;12,333332;14,024999;13,133332;13,208333;9,158336
;30217;rochefort du gard;30;5;occitanie;43,981411;4,6810369;826;808;752;773;763;773;21,574999;22,224998;20,78333;23,033333;21,533333;21,574999;16,525;16,887499;15,662498;17,670833;16,3958335;16,525;11,475001;11,55;10,541666;12,308333;11,258334;11,475001;10,099998
;30356;rodilhan;30;5;occitanie;43,8256683;4,4338441;791;768;720;742;730;742;22,324999;22,916666;21,550001;23,716667;22,291666;22,324999;17,274999;17,6125;16,437501;18,3833345;17,154166;17,274999;12,224999;12,308334;11,325001;13,050002;12,016666;12,224999;10,1
;34232;roquebrun;34;2;occitanie;43,5056496;3,0107703;691;667;633;654;647;654;19,341667;20,125;18,7;20,941666;19,441668;19,441668;15,3125;15,7083335;14,5875;16,529166;15,341668;15,341668;11,283333;11,291667;10,475;12,116666;11,241668;11,283333;8,158335
;11318;roquecourbe minervois;11;6;occitanie;43,2148094;2,6535141;637;618;586;609;600;609;21,108334;21,925003;20,425;22,700003;21,274998;21,274998;16,591667;16,9875015;15,8250005;17,812501;16,6833325;16,6833325;12,075;12,05;11,225001;12,924999;12,091667;12,075;9,199998
;11322;roquefort des corbieres;11;3;occitanie;42,992115;2,9298918;614;587;562;588;572;587;20,550001;21,316668;19,825003;22,025;20,65;20,65;16,533334;16,925001;15,754168;17,704167;16,575;16,575;12,516667;12,533334;11,683333;13,383334;12,5;12,516667;8,133333
;30221;roquemaure;30;5;occitanie;44,0417213;4,756731;806;788;729;755;743;755;22,141668;22,841665;21,35;23,708336;22,15;22,15;16,8500005;17,220833;15,9833335;18,050001;16,758333;16,8500005;11,558333;11,600001;10,616667;12,391666;11,366666;11,558333;10,591667
;11324;roubia;11;5;occitanie;43,2498169;2,7970073;600;584;551;573;565;573;21,574999;22,35;20,875;23,125;21,675001;21,675001;17,0416665;17,4083335;16,2708335;18,2374995;17,079167;17,079167;12,508334;12,466667;11,666667;13,349999;12,483333;12,483333;9,191668
;34237;roujan;34;2;occitanie;43,510479;3,3095043;626;605;571;588;582;588;20,916666;21,675001;20,308332;22,475;21,016668;21,016668;16,6541665;17,066667;15,962499;17,8625005;16,6833335;16,6833335;12,391667;12,458333;11,616666;13,250001;12,349999;12,391667;8,625001
;11327;roullens;11;1;occitanie;43,166275;2,2689047;755;731;693;716;707;716;19,85;20,691668;19,158335;21,408333;20,016666;20,016666;15,4166665;15,8333335;14,658334;16,620833;15,529167;15,529167;10,983333;10,974999;10,158333;11,833333;11,041668;10,983333;9,033333
;11328;routier;11;1;occitanie;43,1062202;2,1317058;765;735;699;720;715;720;20,283333;21,141666;19,583332;21,858335;20,449999;20,449999;15,475;15,8958325;14,712499;16,7;15,587499;15,587499;10,666667;10,649999;9,841666;11,541665;10,724999;10,666667;9,783332
;11330;rustiques;11;1;occitanie;43,2180862;2,4796574;684;662;631;651;643;651;20,641666;21,466665;19,95;22,225;20,824999;20,824999;16,141666;16,537499;15,3791665;17,3541665;16,2583325;16,2583325;11,641666;11,608333;10,808333;12,483333;11,691666;11,641666;9,183333
;30225;sabran;30;7;occitanie;44,1503639;4,5515556;875;852;788;813;803;813;20,875002;21,633333;20,116667;22,5;20,941668;20,941668;15,937501;16,3541665;15,1125;17,1750005;15,904168;15,937501;11;11,075;10,108333;11,850001;10,866668;11;9,941668
;11368;salleles cabardes;11;1;occitanie;43,3188057;2,4167922;728;703;669;690;685;690;20,066668;20,9;19,4;21,683332;20,241667;20,241667;15,5541675;15,95;14,8041665;16,774999;15,6625;15,6625;11,041667;11;10,208333;11,866666;11,083333;11,041667;9,2
;11369;salleles d aude;11;6;occitanie;43,2703362;2,9349368;593;574;544;565;557;565;21,65;22,441668;20,975;23,20833;21,775;21,775;17,1125;17,5125015;16,366667;18,3291655;17,170833;17,170833;12,575;12,583335;11,758334;13,450001;12,566666;12,575;9,2
;11370;salles d aude;11;6;occitanie;43,2363052;3,1071918;583;564;533;557;546;557;21,5;22,275;20,866667;23,025;21,616667;21,616667;17,1666675;17,579166;16,470834;18,3749995;17,229167;17,229167;12,833335;12,883332;12,075001;13,724999;12,841667;12,841667;8,775
;66190;salses le chateau;66;3;occitanie;42,8372154;2,91587;595;563;545;570;551;563;21,241667;21,983332;20,516666;22,699999;21,316666;21,316666;16,9416665;17,3041665;16,158333;18,0833325;16,945833;16,945833;12,641666;12,625001;11,8;13,466666;12,575;12,625001;8,691665
;11372;salsigne;11;1;occitanie;43,3215408;2,3574321;752;727;691;712;709;712;19,908333;20,733334;19,233335;21,508331;20,091667;20,091667;15,345833;15,75;14,587501;16,5624985;15,4583335;15,4583335;10,783333;10,766666;9,941667;11,616666;10,825;10,783333;9,308334
;30309;sardan;30;7;occitanie;43,8668633;4,0348616;730;705;661;680;673;680;21,25;21,908333;20,541666;22,741669;21,266665;21,266665;16,4583335;16,8124995;15,6624995;17,600001;16,3833325;16,4583335;11,666667;11,716666;10,783333;12,458333;11,5;11,666667;9,599998
;34294;saturargues;34;7;occitanie;43,7144165;4,1174417;719;696;656;673;664;673;21,975;22,616669;21,275;23,4;21,983332;21,983332;17,041667;17,400001;16,2625;18,1791675;16,9583325;17,041667;12,108334;12,183333;11,25;12,958335;11,933333;12,108334;9,874998
;34296;saussines;34;7;occitanie;43,7593613;4,0508018;716;694;653;671;661;671;21,741669;22,4;21,016666;23,208336;21,741667;21,741669;16,8375015;17,1874995;16,0416665;17,970835;16,7500005;16,8375015;11,933334;11,974999;11,066667;12,733334;11,758334;11,933334;9,808335
;34297;sauteyrargues;34;4;occitanie;43,8303032;3,9184868;720;696;653;673;664;673;21,016665;21,675001;20,308332;22,5;21,033335;21,033335;16,3208325;16,6791675;15,5374995;17,4791665;16,2625005;16,3208325;11,625;11,683334;10,766667;12,458333;11,491666;11,625;9,408335
;34298;sauvian;34;6;occitanie;43,291256;3,25406;586;564;537;557;546;557;21,741667;22,508333;21,133335;23,258333;21,858332;21,858332;17,416667;17,8541665;16,733334;18,641666;17,483333;17,483333;13,091667;13,2;12,333333;14,024999;13,108334;13,108334;8,749998
;30314;savignargues;30;7;occitanie;43,9663086;4,0803246;748;718;673;695;688;695;21,283333;21,991667;20,550001;22,841667;21,333334;21,333334;16,3250005;16,704166;15,5125;17,508333;16,2750005;16,3250005;11,366668;11,416665;10,474999;12,174999;11,216667;11,366668;9,966666
;34299;serignan;34;6;occitanie;43,2729874;3,2971349;582;562;534;554;543;554;21,70833;22,5;21,1;23,233332;21,833334;21,833334;17,399998;17,8541665;16,7249995;18,624999;17,4625;17,4625;13,091666;13,208333;12,349999;14,016666;13,091666;13,091666;8,741668
;30317;sernhac;30;5;occitanie;43,9116135;4,5608449;797;777;726;748;735;748;22,141668;22,741667;21,341667;23,533335;22,074997;22,141668;17,075;17,3958335;16,2124995;18,175001;16,9291655;17,075;12,008332;12,05;11,083332;12,816667;11,783334;12,008332;10,133336
;34300;servian;34;5;occitanie;43,414196;3,3069255;607;586;556;573;566;573;21,78333;22,566666;21,191668;23,333334;21,908333;21,908333;17,2416655;17,6791665;16,5625005;18,4749995;17,2875;17,2875;12,700001;12,791667;11,933333;13,616665;12,666667;12,700001;9,208332
;34301;sete;34;6;occitanie;43,3917542;3,6453032;601;583;550;569;555;569;20,391666;21,116665;19,816666;21,858335;20,483334;20,483334;17,320833;17,7458325;16,666666;18,504168;17,3375005;17,3375005;14,25;14,375;13,516666;15,150001;14,191667;14,25;6,233334
;11379;sigean;11;6;occitanie;43,0395889;2,9811759;572;549;526;549;534;549;21,283333;22,050001;20,591665;22,775;21,391665;21,391665;17,216667;17,616667;16,4583335;18,4000005;17,2624995;17,2624995;13,150001;13,183333;12,325002;14,025001;13,133334;13,150001;8,241664
;34302;siran;34;3;occitanie;43,3301163;2,6632185;659;637;604;627;621;627;20,933334;21,708334;20,225;22,5;21,041666;21,041666;16,3125;16,691668;15,5374995;17,5166665;16,3791665;16,3791665;11,691666;11,675002;10,849999;12,533333;11,716667;11,691666;9,35
;30321;sommieres;30;7;occitanie;43,7755165;4,0825009;716;694;653;671;661;671;21,741669;22,4;21,016666;23,208336;21,741667;21,741669;16,8375015;17,1874995;16,0416665;17,970835;16,7500005;16,8375015;11,933334;11,974999;11,066667;12,733334;11,758334;11,933334;9,808335
;30324;souvignargues;30;5;occitanie;43,819561;4,1353288;762;737;693;713;704;713;21,358335;22,016665;20,624998;22,841665;21,358335;21,358335;16,566667;16,929166;15,749999;17,7083325;16,4750005;16,566667;11,774999;11,841667;10,875;12,575;11,591666;11,774999;9,583336
;11332;st andre de roquelongue;11;3;occitanie;43,0928841;2,8490815;622;600;567;594;581;594;20,741667;21,525002;20,016668;22,258333;20,816668;20,816668;16,533334;16,91666675;15,7583335;17,720833;16,5750005;16,5750005;12,325001;12,3083315;11,499999;13,183333;12,333333;12,325001;8,491667
;34239;st andre de sangonis;34;3;occitanie;43,6504097;3,5035214;631;606;572;589;580;589;21,666666;22,416664;21,041666;23,20833;21,75;21,75;17,066666;17,4791655;16,3625;18,2708315;17,079167;17,079167;12,466666;12,541667;11,683334;13,333333;12,408334;12,466666;9,283334
;34240;st aunes;34;5;occitanie;43,6351967;3,9668508;690;669;629;649;638;649;21,933334;22,574999;21,25;23,35;21,975004;21,975004;17,05833275;17,425;16,3125;18,1958335;17,012502;17,05833275;12,1833315;12,275001;11,375;13,041667;12,05;12,1833315;9,7916725
;34241;st bauzille de la sylve;34;3;occitanie;43,6105003;3,5587165;660;632;598;617;607;617;21,158335;21,883333;20,550001;22,674997;21,233334;21,233334;16,6791675;17,075;15,9875005;17,879165;16,6749995;16,6791675;12,2;12,266667;11,425;13,083333;12,116665;12,2;9,033334
;34243;st bauzille de putois;34;4;occitanie;43,9004288;3,7595203;733;701;664;680;676;680;20,05;20,766666;19,358335;21,608332;20,1;20,1;15,570833;15,949999;14,800001;16,7583325;15,533333;15,570833;11,091666;11,133332;10,241667;11,908333;10,966666;11,091666;9,008334
;34245;st chinian;34;2;occitanie;43,4212074;2,9318504;650;628;596;617;612;617;20,316666;21,108335;19,641666;21,908333;20,416666;20,416666;15,9999995;16,3958345;15,254166;17,2124995;16,041667;16,041667;11,683333;11,683334;10,866666;12,516666;11,666668;11,683333;8,733333
;30242;st christol de rodieres;30;7;occitanie;44,2662811;4,5140228;896;867;801;826;821;826;20,358332;21,225;19,65;22,125;20,5;20,5;15,508333;15,9875;14,7125005;16,829167;15,5333335;15,5333335;10,658334;10,75;9,775001;11,533334;10,566667;10,658334;9,841666
;30243;st christol lez ales;30;7;occitanie;44,0839233;4,0761847;776;743;696;715;712;715;20,4;21,216665;19,691668;22,09167;20,533335;20,533335;15,7875;16,2333325;15,0000005;17,050002;15,812501;15,812501;11,175;11,25;10,308333;12,008334;11,091667;11,175;9,358335
;30244;st clement;30;4;occitanie;43,8276634;4,0258212;735;710;668;686;678;686;21,233335;21,883331;20,508333;22,725;21,249998;21,249998;16,4875005;16,841665;15,6958335;17,64166575;16,40833325;16,4875005;11,741666;11,799999;10,883334;12,5583315;11,5666685;11,741666;9,508332
;34247;st clement de riviere;34;7;occitanie;43,6868286;3,8429699;682;661;623;643;632;643;21,4;22,058334;20,741667;22,883333;21,433334;21,433334;16,7791665;17,154167;16,045833;17,9499995;16,7416665;16,7791665;12,158333;12,25;11,349999;13,016666;12,049999;12,158333;9,275001
;11337;st couat d aude;11;6;occitanie;43,2083778;2,6375659;637;618;586;609;600;609;21,108334;21,925003;20,425;22,700003;21,274998;21,274998;16,591667;16,9875015;15,8250005;17,812501;16,6833325;16,6833325;12,075;12,05;11,225001;12,924999;12,091667;12,075;9,199998
;30248;st dezery;30;7;occitanie;43,9953499;4,2651854;790;762;714;735;728;735;21,550001;22,258333;20,808332;23,091667;21,591667;21,591667;16,4875;16,858333;15,6624995;17,658333;16,4249995;16,4875;11,424999;11,458333;10,516667;12,224999;11,258332;11,424999;10,166668
;34249;st drezery;34;7;occitanie;43,7288589;3,9779215;715;691;651;670;659;670;21,425001;22,066668;20,725;22,883333;21,441668;21,441668;16,6458345;16,99999975;15,8833325;17,795833;16,5750005;16,6458345;11,866668;11,9333315;11,041665;12,708333;11,708333;11,866668;9,575
;66172;st esteve;66;6;occitanie;42,7151375;2,8462417;561;524;517;538;518;524;22,116667;22,824999;21,324999;23,516665;22,174997;22,174997;17,595834;17,9374995;16,7541665;18,6958325;17,5874985;17,595834;13,075001;13,05;12,183334;13,875;13;13,05;9,124997
;34254;st felix de lodez;34;3;occitanie;43,6613083;3,4690142;629;605;572;587;580;587;21,616667;22,358332;21;23,183334;21,708334;21,708334;17,0416665;17,4458325;16,3333335;18,2458335;17,0458345;17,0458345;12,466666;12,533333;11,666667;13,308333;12,383335;12,466666;9,241668
;11342;st frichoux;11;6;occitanie;43,247879;2,5594385;643;624;592;614;606;614;21,041666;21,841667;20,35;22,608332;21,191666;21,191666;16,5125;16,904167;15,7500005;17,7166665;16,6083335;16,6083335;11,983334;11,966667;11,150001;12,825001;12,025001;11,983334;9,208332
;34258;st genies de fontedit;34;3;occitanie;43,4688454;3,1748013;620;599;569;584;580;584;21,225;21,983332;20,583334;22,775;21,316668;21,316668;16,7125;17,120833;16,004167;17,9250005;16,7500005;16,7500005;12,2;12,258334;11,425;13,075001;12,183333;12,2;9,116668
;30255;st genies de malgoires;30;7;occitanie;43,9463539;4,2124376;777;750;701;724;717;724;21,5;22,183332;20,758333;23,033333;21,508333;21,508333;16,5125005;16,8833325;15,7083335;17,6875;16,4416665;16,5125005;11,525001;11,583333;10,658334;12,341667;11,375;11,525001;9,983332
;34256;st genies des mourgues;34;7;occitanie;43,6973724;4,0376668;702;682;641;660;650;660;21,758333;22,408333;21,058332;23,175001;21,766668;21,766668;16,925;17,3;16,158332;18,058334;16,858334;16,925;12,091667;12,191667;11,258332;12,941667;11,95;12,091667;9,675001
;66175;st genis des fontaines;66;2;occitanie;42,5496597;2,9199231;557;513;515;534;513;515;21,966667;22,674997;21,208334;23,316666;22,033333;22,033333;17,391667;17,745832;16,5625005;18,4624995;17,370833;17,391667;12,816667;12,816667;11,916667;13,608333;12,708333;12,816667;9,216666
;34259;st georges d orques;34;4;occitanie;43,616806;3,7739956;667;645;609;629;617;629;21,558334;22,25;20,925;23,016665;21,608332;21,608332;17,0000005;17,395834;16,3;18,170833;16,974999;17,0000005;12,441667;12,541668;11,675;13,325001;12,341666;12,441667;9,166665
;30256;st gervais;30;7;occitanie;44,1952057;4,5793052;855;829;767;791;784;791;21,191666;22,016668;20,466667;22,891668;21,3;21,3;16,224999;16,6708345;15,412501;17,504167;16,216666;16,224999;11,258332;11,325001;10,358335;12,116666;11,133332;11,258332;10,041668
;30258;st gilles;30;6;occitanie;43,6578064;4,4074268;729;709;670;685;673;685;22,066666;22,633333;21,333332;23,383331;22,033333;22,066666;17,3958335;17,7541665;16,6166665;18,4916645;17,29583225;17,3958335;12,725001;12,875;11,900001;13,599998;12,5583315;12,725001;9,341665
;11344;st hilaire;11;1;occitanie;43,0786743;2,3384914;809;777;742;766;758;766;18,858332;19,699999;18,15833;20,416666;19,016666;19,016666;14,5833325;14,9875;13,804165;15,7833335;14,6791665;14,6791665;10,308333;10,275001;9,45;11,150001;10,341667;10,308333;8,708333
;30260;st hilaire d ozilhan;30;5;occitanie;43,9726334;4,5998297;831;809;755;775;765;775;21,458334;22,099998;20,666666;22,925001;21,433334;21,458334;16,4666665;16,8166655;15,6124995;17,616667;16,3541675;16,4666665;11,474999;11,533333;10,558333;12,308333;11,275001;11,474999;9,983335
;30259;st hilaire de brethmas;30;5;occitanie;44,0921059;4,1231804;772;741;692;711;707;711;21,066668;21,85;20,341667;22,733335;21,158335;21,158335;16,1750005;16,591666;15,3750005;17,4208345;16,166667;16,1750005;11,283333;11,333332;10,408334;12,108334;11,174999;11,283333;9,875002
;30263;st hippolyte du fort;30;4;occitanie;43,9535217;3,8527367;735;705;665;684;679;684;20,483334;21,208332;19,791666;22,058332;20,550001;20,550001;15,7750005;16,1625;14,9916665;16,962499;15,7500005;15,7750005;11,066667;11,116668;10,191667;11,866666;10,95;11,066667;9,483334
;30265;st jean de crieulon;30;5;occitanie;43,9665298;3,998379;740;711;667;687;681;687;20,858334;21,583334;20,141668;22,433334;20,916666;20,916666;16,0666665;16,4458335;15,2750005;17,2583345;16,020833;16,0666665;11,274999;11,308333;10,408333;12,083335;11,125;11,274999;9,641667
;34267;st jean de fos;34;3;occitanie;43,6940842;3,5464272;640;614;579;597;588;597;21,383333;22,133333;20,766666;22,950003;21,474998;21,474998;16,891667;17,3;16,1791665;18,095834;16,895832;16,895832;12,400001;12,466667;11,591667;13,241665;12,316666;12,400001;9,074997
;34268;st jean de la blaquiere;34;2;occitanie;43,7099075;3,430383;707;679;643;660;655;660;19,608334;20,35;18,949999;21,191668;19,699999;19,699999;15,3916665;15,7874995;14,662499;16,600001;15,399999;15,399999;11,174999;11,224999;10,374999;12,008334;11,099999;11,174999;8,525
;30266;st jean de maruejols et avejan;30;7;occitanie;44,2673225;4,2998233;833;796;740;763;760;763;20,683332;21,566668;20,016666;22,483335;20,849998;20,849998;15,666666;16,158334;14,9124995;17,004167;15,724999;15,724999;10,65;10,75;9,808333;11,524999;10,6;10,65;10,199998
;34269;st jean de minervois;34;2;occitanie;43,4001579;2,8176711;694;675;640;663;658;663;19,533333;20,308334;18,85;21,116667;19,625;19,625;15,3125;15,691667;14,554166;16,516667;15,35;15,35;11,091667;11,075;10,258332;11,916667;11,075;11,075;8,55
;30267;st jean de serres;30;7;occitanie;43,9894142;4,0763774;748;718;673;695;688;695;21,283333;21,991667;20,550001;22,841667;21,333334;21,333334;16,3250005;16,704166;15,5125;17,508333;16,2750005;16,3250005;11,366668;11,416665;10,474999;12,174999;11,216667;11,366668;9,966666
;34270;st jean de vedas;34;5;occitanie;43,5720215;3,8323562;652;631;596;615;603;615;21,833334;22,508333;21,225;23,291666;21,883331;21,883331;17,2416665;17,65;16,562501;18,4166655;17,233332;17,2416665;12,649999;12,791667;11,900002;13,541665;12,583333;12,649999;9,233332
;66177;st jean lasseille;66;6;occitanie;42,5858498;2,8646495;574;529;530;552;529;530;22,008333;22,724998;21,225;23,391665;22,074999;22,074999;17,304166;17,6624985;16,470833;18,3916655;17,295833;17,304166;12,599999;12,599999;11,716666;13,391666;12,516667;12,599999;9,475
;66178;st jean pla de corts;66;2;occitanie;42,5154686;2,7946546;600;546;553;574;550;553;21,558332;22,241669;20,750002;22,908333;21,616667;21,616667;16,983334;17,308335;16,125001;18,0458335;16,958333;16,983334;12,408336;12,375001;11,5;13,183334;12,299999;12,375001;9,241666
;30273;st julien de peyrolas;30;7;occitanie;44,2831573;4,5679703;885;853;790;815;811;815;20,733335;21,608332;20,025;22,508331;20,883333;20,883333;15,7958345;16,2708325;15,004167;17,116665;15,8208335;15,8208335;10,858334;10,933333;9,983334;11,724999;10,758334;10,858334;10,024999
