type_mvt;code_couleur;annee;volume;surface;code_cepage;cvi;rendement;commune;rendement_plafonne_RS;rendement_plafonne_RG_BL;Zone;code_departement;departement
REVE;RS;2013;140.0;0.0;SYRA;6622702230;;66227;100;0;6;66;Pyrénées-Orientales
REVE;RG;2013;48.5;0.0;SYRA;3417100410;;34171;0;90;4;34;Hérault
REVE;RG;2013;440.0;0.0;MERL;3029504670;;30295;0;90;7;30;Gard
REVE;RS;2013;300.0;0.0;GERS;3032104740;;30321;100;0;7;30;Gard
REVE;RG;2013;60.0;0.0;SYRA;3029001880;;30290;0;90;7;30;Gard
REVE;RG;2013;2700.0;0.0;MERL;3428507090;;34285;0;90;3;34;Hérault
REVE;RG;2013;525.0;0.0;MERL;3416206430;;34162;0;90;5;34;Hérault
REVE;RS;2013;200.0;0.0;GREN;3009800550;;30098;100;0;5;30;Gard
REVE;RG;2013;100.0;0.0;SYRA;3422405810;;34224;0;90;3;34;Hérault
REVE;BL;2013;390.0;0.0;CHAR;3012803950;;30128;0;90;5;30;Gard
REVE;RG;2013;3100.0;0.0;CASA;3414806350;;34148;0;90;6;34;Hérault
REVE;BL;2013;520.0;0.0;CHAR;3004903590;;30049;0;90;7;30;Gard
REVE;BL;2013;220.0;0.0;SAUV;3407403350;;34074;0;90;5;34;Hérault
REVE;RG;2013;468.0;0.0;CASA;1119011380;;11190;0;90;6;11;Aude
REVE;RG;2013;1270.0;0.0;CASA;3430020300;;34300;0;90;5;34;Hérault
REVE;RS;2013;231.0;0.0;SYRA;3403223370;;34032;100;0;6;34;Hérault
REVE;RG;2013;318.0;0.0;CASA;1101200850;;11012;0;90;6;11;Aude
REVE;RG;2013;576.0;0.0;MERL;3430012890;;34300;0;90;5;34;Hérault
REVE;RG;2013;100.0;0.0;SYRA;1101206430;;11012;0;90;6;11;Aude
REVE;BL;2013;103.0;0.0;CHAR;3410100061;;34101;0;90;6;34;Hérault
REVE;RG;2013;175.0;0.0;MASE;3430020300;;34300;0;90;5;34;Hérault
REVE;RG;2013;312.5;0.0;CASA;3414707890;;34147;0;90;3;34;Hérault
REVE;RG;2013;250.0;0.0;MERL;1135104910;;11351;0;90;3;11;Aude
REVE;RG;2013;182.0;0.0;MERL;3431100670;;34311;0;90;6;34;Hérault
REVE;BL;2013;1045.0;0.0;CHAR;3425806960;;34258;0;90;3;34;Hérault
REVE;RS;2013;200.0;0.0;SYRA;3431100670;;34311;100;0;6;34;Hérault
REVE;BL;2013;33.0;0.0;GEBL;3417002360;;34170;0;90;3;34;Hérault
REVE;RS;2013;100.0;0.0;GERS;1120601470;;11206;100;0;1;11;Aude
REVE;RG;2013;450.0;0.0;GREN;3029504670;;30295;0;90;7;30;Gard
REVE;RG;2013;1000.0;0.0;MERL;3416206430;;34162;0;90;5;34;Hérault
REVE;RG;2013;100.0;0.0;GREGR;3415600190;;34156;0;90;3;34;Hérault
REVE;RG;2013;320.0;0.0;MERL;1116100630;;11161;0;90;1;11;Aude
REVE;RG;2013;140.0;0.0;MERL;3032104740;;30321;0;90;7;30;Gard
REVE;RG;2013;200.0;0.0;MERL;3017903430;;30179;0;90;5;30;Gard
REVE;RG;2013;285.0;0.0;MERL;3422405810;;34224;0;90;3;34;Hérault
REVE;RS;2013;450.0;0.0;CASA;3012803950;;30128;100;0;5;30;Gard
REVE;BL;2013;70.0;0.0;MARS;3411400211;;34114;0;90;3;34;Hérault
REVE;BL;2013;515.0;0.0;SAUV;3004903590;;30049;0;90;7;30;Gard
REVE;RS;2013;255.0;0.0;CINS;3407403350;;34074;100;0;5;34;Hérault
REVE;RG;2013;378.0;0.0;GREN;1119011380;;11190;0;90;6;11;Aude
REVE;RG;2013;50.0;0.0;SYRA;3430019820;;34300;0;90;5;34;Hérault
REVE;RG;2013;100.0;0.0;MERL;3000405870;;30004;0;90;5;30;Gard
REVE;RG;2013;324.0;0.0;CASA;1101200850;;11012;0;90;6;11;Aude
REVE;RG;2013;436.0;0.0;CASA;3430012890;;34300;0;90;5;34;Hérault
REVE;RG;2013;143.0;0.0;CASA;1101206430;;11012;0;90;6;11;Aude
REVE;RG;2013;74.0;0.0;VERD;3410100061;;34101;0;90;6;34;Hérault
REVE;RG;2013;940.0;0.0;GREN;3430020300;;34300;0;90;5;34;Hérault
REVE;RG;2013;261.0;0.0;SYRA;3430020700;;34300;0;90;5;34;Hérault
REVE;BL;2013;2000.0;0.0;CHAR;3414806350;;34148;0;90;6;34;Hérault
REVE;RG;2013;315.0;0.0;CASA;1128601770;;11286;0;90;3;11;Aude
REVE;RG;2013;449.0;0.0;MERL;3429907130;;34299;0;90;6;34;Hérault
REVE;BL;2013;252.0;0.0;SAUV;1112601430;;11126;0;90;6;11;Aude
REVE;RG;2013;115.0;0.0;MERL;3418201450;;34182;0;90;6;34;Hérault
REVE;BL;2013;150.0;0.0;SAUV;3403213120;;34032;0;90;6;34;Hérault
REVE;RG;2013;85.0;0.0;SYRA;6621009750;;66210;0;90;6;66;Pyrénées-Orientales
REVE;RG;2013;6.75;0.0;CASA;3417100410;;34171;0;90;4;34;Hérault
REVE;RG;2013;170.0;0.0;CASA;1141001210;;11410;0;90;1;11;Aude
REVE;RS;2013;450.0;0.0;SYRA;3407906060;;34079;100;0;2;34;Hérault
REVE;RG;2013;178.0;0.0;SYRA;3419909280;;34199;0;90;5;34;Hérault
REVE;RS;2013;30.0;0.0;VERD;3416302940;;34163;100;0;4;34;Hérault
REVE;RG;2013;534.0;0.0;SYRA;3028504610;;30285;0;90;5;30;Gard
REVE;BL;2013;310.0;0.0;CHAR;3400105680;;34001;0;90;5;34;Hérault
REVE;RG;2013;60.0;0.0;MASE;1134201210;;11342;0;90;6;11;Aude
REVE;RS;2013;180.0;0.0;GREN;3424002100;;34240;100;0;5;34;Hérault
REVE;RG;2013;7500.0;0.0;CASA;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;585.0;0.0;SAUV;1125804750;;11258;0;90;6;11;Aude
REVE;RG;2013;135.0;0.0;SYRA;1120317800;;11203;0;90;6;11;Aude
REVE;RG;2013;200.0;0.0;MERL;3422200550;;34222;0;90;3;34;Hérault
REVE;BL;2013;391.0;0.0;CHAR;3429907130;;34299;0;90;6;34;Hérault
REVE;RG;2013;395.0;0.0;MERL;3014103990;;30141;0;90;5;30;Gard
REVE;BL;2013;2037.0;0.0;VIOG;1111600191;;11116;0;90;6;11;Aude
REVE;RG;2013;400.0;0.0;CASA;3032404750;;30324;0;90;5;30;Gard
REVE;RG;2013;128.0;0.0;CAFR;1106800080;;11068;0;90;6;11;Aude
REVE;BL;2013;551.0;0.0;CHAR;1102200890;;11022;0;90;6;11;Aude
REVE;BL;2013;335.0;0.0;SAUV;3400105680;;34001;0;90;5;34;Hérault
REVE;RS;2013;400.0;0.0;GREN;3032104740;;30321;100;0;7;30;Gard
REVE;BL;2013;42.0;0.0;VIOG;3031400490;;30314;0;90;7;30;Gard
REVE;BL;2013;450.0;0.0;CHAR;3405213320;;34052;0;90;5;34;Hérault
REVE;BL;2013;15.0;0.0;VIOG;3416102640;;34161;0;90;5;34;Hérault
REVE;BL;2013;190.0;0.0;CHAR;3421406660;;34214;0;90;3;34;Hérault
REVE;RS;2013;274.0;0.0;CINS;3406502090;;34065;100;0;3;34;Hérault
REVE;RG;2013;170.0;0.0;MERL;1141001210;;11410;0;90;1;11;Aude
REVE;RG;2013;700.0;0.0;SYRA;3407906060;;34079;0;90;2;34;Hérault
REVE;RG;2013;240.0;0.0;MERL;3419909280;;34199;0;90;5;34;Hérault
REVE;RS;2013;100.0;0.0;GREN;3401601550;;34016;100;0;3;34;Hérault
REVE;RG;2013;325.0;0.0;GREN;3409206110;;34092;0;90;5;34;Hérault
REVE;RG;2013;220.0;0.0;PINO;3418906280;;34189;0;90;5;34;Hérault
REVE;RG;2013;267.0;0.0;CASA;1134201210;;11342;0;90;6;11;Aude
REVE;BL;2013;90.0;0.0;CHAR;3424002100;;34240;0;90;5;34;Hérault
REVE;RG;2013;2450.0;0.0;PINO;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;583.0;0.0;VIOG;1125804750;;11258;0;90;6;11;Aude
REVE;BL;2013;75.0;0.0;SAUV;1120317800;;11203;0;90;6;11;Aude
REVE;RS;2013;85.0;0.0;CINS;3422200550;;34222;100;0;3;34;Hérault
REVE;BL;2013;346.0;0.0;CHAR;3429907130;;34299;0;90;6;34;Hérault
REVE;RG;2013;400.0;0.0;MERL;3014103990;;30141;0;90;5;30;Gard
REVE;RG;2013;250.0;0.0;SYRA;1130100181;;11301;0;90;6;11;Aude
REVE;RG;2013;432.0;0.0;CASA;3032404750;;30324;0;90;5;30;Gard
REVE;RG;2013;65.0;0.0;MERL;1100904250;;11009;0;90;1;11;Aude
REVE;RG;2013;405.0;0.0;MERL;1114501270;;11145;0;90;6;11;Aude
REVE;BL;2013;332.0;0.0;SAUV;3400105680;;34001;0;90;5;34;Hérault
REVE;RS;2013;400.0;0.0;GREN;3032104740;;30321;100;0;7;30;Gard
REVE;BL;2013;152.0;0.0;CHAR;3031400490;;30314;0;90;7;30;Gard
REVE;BL;2013;460.0;0.0;CHAR;3405213320;;34052;0;90;5;34;Hérault
REVE;BL;2013;29.0;0.0;CHAR;3416102640;;34161;0;90;5;34;Hérault
REVE;BL;2013;200.0;0.0;CHAR;3421406660;;34214;0;90;3;34;Hérault
REVE;BL;2013;362.0;0.0;CHAR;3421010000;;34210;0;90;3;34;Hérault
REVE;RG;2013;10.0;0.0;CASA;3417100410;;34171;0;90;4;34;Hérault
REVE;BL;2013;7.0;0.0;SAUV;3418105340;;34181;0;90;2;34;Hérault
REVE;RG;2013;50.0;0.0;MERL;3032104740;;30321;0;90;7;30;Gard
REVE;RG;2013;50.0;0.0;GREGR;3415600190;;34156;0;90;3;34;Hérault
REVE;RS;2013;355.0;0.0;SYRA;3416620000;;34166;100;0;6;34;Hérault
REVE;RG;2013;1000.0;0.0;MERL;3416206430;;34162;0;90;5;34;Hérault
REVE;RG;2013;150.0;0.0;MERL;3017904890;;30179;0;90;5;30;Gard
REVE;RG;2013;290.0;0.0;CASA;3422405810;;34224;0;90;3;34;Hérault
REVE;RS;2013;385.0;0.0;GREN;3012803950;;30128;100;0;5;30;Gard
REVE;RG;2013;372.0;0.0;MERL;1110606340;;11106;0;90;6;11;Aude
REVE;BL;2013;200.0;0.0;MUSC;3429907130;;34299;0;90;6;34;Hérault
REVE;BL;2013;252.0;0.0;SAUV;1112601430;;11126;0;90;6;11;Aude
REVE;RS;2013;85.0;0.0;GERS;3016204100;;30162;100;0;7;30;Gard
REVE;BL;2013;268.0;0.0;CHAR;3403213120;;34032;0;90;6;34;Hérault
REVE;RG;2013;276.0;0.0;SYRA;6621009750;;66210;0;90;6;66;Pyrénées-Orientales
REVE;BL;2013;520.0;0.0;SAUV;3414806350;;34148;0;90;6;34;Hérault
REVE;BL;2013;100.0;0.0;MACA;1128601770;;11286;0;90;3;11;Aude
REVE;RG;2013;307.0;0.0;MERL;3430020700;;34300;0;90;5;34;Hérault
REVE;BL;2013;1025.0;0.0;CHAR;3425806960;;34258;0;90;3;34;Hérault
REVE;BL;2013;515.0;0.0;VIOG;3004903590;;30049;0;90;7;30;Gard
REVE;RS;2013;255.0;0.0;CINS;3407403350;;34074;100;0;5;34;Hérault
REVE;RG;2013;430.0;0.0;GREN;1119011380;;11190;0;90;6;11;Aude
REVE;RG;2013;105.0;0.0;SYRA;3430019820;;34300;0;90;5;34;Hérault
REVE;RG;2013;100.0;0.0;CASA;3000405870;;30004;0;90;5;30;Gard
REVE;RG;2013;316.0;0.0;CASA;1101200850;;11012;0;90;6;11;Aude
REVE;BL;2013;237.0;0.0;VIOG;3430012890;;34300;0;90;5;34;Hérault
REVE;RG;2013;143.0;0.0;CASA;1101206430;;11012;0;90;6;11;Aude
REVE;RG;2013;235.0;0.0;GREGR;1104106550;;11041;0;90;3;11;Aude
REVE;RG;2013;350.0;0.0;MERL;3430020300;;34300;0;90;5;34;Hérault
REVE;BL;2013;46.0;0.0;CHAR;3417002360;;34170;0;90;3;34;Hérault
REVE;RS;2013;150.0;0.0;SYRA;1120601470;;11206;100;0;1;11;Aude
REVE;RG;2013;310.0;0.0;MERL;3430020700;;34300;0;90;5;34;Hérault
REVE;RG;2013;3100.0;0.0;SYRA;3429907130;;34299;0;90;6;34;Hérault
REVE;BL;2013;520.0;0.0;SAUV;3414806350;;34148;0;90;6;34;Hérault
REVE;RS;2013;14.65;0.0;CINS;3413605010;;34136;100;0;5;34;Hérault
REVE;RS;2013;1045.0;0.0;MERL;3416206430;;34162;100;0;5;34;Hérault
REVE;BL;2013;250.0;0.0;SAUV;1112601430;;11126;0;90;6;11;Aude
REVE;RG;2013;30.0;0.0;CASA;1141001210;;11410;0;90;1;11;Aude
REVE;RG;2013;380.0;0.0;CASA;3407906060;;34079;0;90;2;34;Hérault
REVE;RG;2013;240.0;0.0;MERL;3419909280;;34199;0;90;5;34;Hérault
REVE;RS;2013;245.0;0.0;GREN;3401601550;;34016;100;0;3;34;Hérault
REVE;RG;2013;315.0;0.0;GREN;3409206110;;34092;0;90;5;34;Hérault
REVE;BL;2013;248.0;0.0;CHAR;3418906280;;34189;0;90;5;34;Hérault
REVE;RG;2013;392.0;0.0;CASA;1134201210;;11342;0;90;6;11;Aude
REVE;RS;2013;249.0;0.0;SYRA;3430020300;;34300;100;0;5;34;Hérault
REVE;RG;2013;2500.0;0.0;COT;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;430.0;0.0;SAUV;1125804750;;11258;0;90;6;11;Aude
REVE;BL;2013;100.0;0.0;SAUV;1120317800;;11203;0;90;6;11;Aude
REVE;RS;2013;81.0;0.0;SYRA;3422200550;;34222;100;0;3;34;Hérault
REVE;RG;2013;340.0;0.0;GREN;3400105680;;34001;0;90;5;34;Hérault
REVE;RG;2013;395.0;0.0;MERL;3009603800;;30096;0;90;7;30;Gard
REVE;RG;2013;250.0;0.0;SYRA;1130100181;;11301;0;90;6;11;Aude
REVE;RG;2013;207.0;0.0;MERL;3032404750;;30324;0;90;5;30;Gard
REVE;RG;2013;500.0;0.0;MERL;1112204270;;11122;0;90;6;11;Aude
REVE;RG;2013;405.0;0.0;MERL;1114501270;;11145;0;90;6;11;Aude
REVE;BL;2013;335.0;0.0;SAUV;3400105680;;34001;0;90;5;34;Hérault
REVE;RS;2013;400.0;0.0;GREN;3032104740;;30321;100;0;7;30;Gard
REVE;RS;2013;505.0;0.0;GERS;3031400490;;30314;100;0;7;30;Gard
REVE;BL;2013;850.0;0.0;SAUV;3415006360;;34150;0;90;6;34;Hérault
REVE;BL;2013;270.0;0.0;SAUV;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;150.0;0.0;CHAR;3421406660;;34214;0;90;3;34;Hérault
REVE;BL;2013;351.0;0.0;CHAR;3421010000;;34210;0;90;3;34;Hérault
REVE;RS;2013;40.0;0.0;GERS;3016204100;;30162;100;0;7;30;Gard
REVE;BL;2013;90.0;0.0;SAUV;3403213120;;34032;0;90;6;34;Hérault
REVE;RG;2013;600.0;0.0;CASA;3017404120;;30174;0;90;5;30;Gard
REVE;RG;2013;265.0;0.0;SYRA;1125804750;;11258;0;90;6;11;Aude
REVE;RG;2013;28.0;0.0;MERL;3418105340;;34181;0;90;2;34;Hérault
REVE;RS;2013;200.0;0.0;GERS;3032104740;;30321;100;0;7;30;Gard
REVE;RG;2013;173.0;0.0;GREGR;3415600190;;34156;0;90;3;34;Hérault
REVE;RS;2013;350.0;0.0;SYRA;3416620000;;34166;100;0;6;34;Hérault
REVE;RG;2013;1010.0;0.0;MERL;3416206430;;34162;0;90;5;34;Hérault
REVE;RG;2013;62.0;0.0;MERL;1132402500;;11324;0;90;5;11;Aude
REVE;RG;2013;290.0;0.0;MERL;3422405810;;34224;0;90;3;34;Hérault
REVE;RG;2013;50.0;0.0;GREN;3415409720;;34154;0;90;0;34;Hérault
REVE;RS;2013;150.0;0.0;GERS;3430019820;;34300;100;0;5;34;Hérault
REVE;RS;2013;285.0;0.0;CAFR;1120601470;;11206;100;0;1;11;Aude
REVE;RS;2013;230.0;0.0;SYRA;3407403350;;34074;100;0;5;34;Hérault
REVE;RG;2013;424.0;0.0;SYRA;1119011380;;11190;0;90;6;11;Aude
REVE;RG;2013;70.0;0.0;MASE;3415711220;;34157;0;90;6;34;Hérault
REVE;BL;2013;225.0;0.0;VIOG;3000405870;;30004;0;90;5;30;Gard
REVE;RG;2013;318.0;0.0;CASA;1101200850;;11012;0;90;6;11;Aude
REVE;BL;2013;209.0;0.0;CHAR;3430012890;;34300;0;90;5;34;Hérault
REVE;RG;2013;97.0;0.0;CASA;1101206430;;11012;0;90;6;11;Aude
REVE;RS;2013;80.0;0.0;GREN;3401405770;;34014;100;0;7;34;Hérault
REVE;RG;2013;350.0;0.0;MERL;3430020300;;34300;0;90;5;34;Hérault
REVE;RS;2013;70.0;0.0;GERS;3417002360;;34170;100;0;3;34;Hérault
REVE;RG;2013;300.0;0.0;MERL;3405213930;;34052;0;90;5;34;Hérault
REVE;RS;2013;86.0;0.0;GERS;3431100670;;34311;100;0;6;34;Hérault
REVE;RS;2013;350.0;0.0;CINS;3431100670;;34311;100;0;6;34;Hérault
REVE;RG;2013;290.0;0.0;SYRA;3416206430;;34162;0;90;5;34;Hérault
REVE;RG;2013;100.0;0.0;CASA;1132402500;;11324;0;90;5;11;Aude
REVE;RG;2013;12.0;0.0;MOUR;3024400830;;30244;0;90;4;30;Gard
REVE;RG;2013;105.0;0.0;GREN;3415409720;;34154;0;90;0;34;Hérault
REVE;BL;2013;100.0;0.0;GEBL;3430019820;;34300;0;90;5;34;Hérault
REVE;RG;2013;2480.0;0.0;MERL;3012803950;;30128;0;90;5;30;Gard
REVE;RG;2013;130.0;0.0;CASA;3407403350;;34074;0;90;5;34;Hérault
REVE;RG;2013;355.0;0.0;CASA;1119011380;;11190;0;90;6;11;Aude
REVE;RG;2013;130.0;0.0;MERL;3415711220;;34157;0;90;6;34;Hérault
REVE;BL;2013;100.0;0.0;CHAR;3000405870;;30004;0;90;5;30;Gard
REVE;RG;2013;149.0;0.0;CASA;1101200850;;11012;0;90;6;11;Aude
REVE;BL;2013;499.0;0.0;CHAR;3430012890;;34300;0;90;5;34;Hérault
REVE;BL;2013;61.0;0.0;VIOG;3411308920;;34113;0;90;3;34;Hérault
REVE;RS;2013;300.0;0.0;GERS;3401405770;;34014;100;0;7;34;Hérault
REVE;RG;2013;950.0;0.0;CASA;3430020300;;34300;0;90;5;34;Hérault
REVE;BL;2013;40.0;0.0;GEBL;3415600190;;34156;0;90;3;34;Hérault
REVE;RG;2013;305.0;0.0;MERL;3405213930;;34052;0;90;5;34;Hérault
REVE;RS;2013;490.0;0.0;CINS;3416206430;;34162;100;0;5;34;Hérault
REVE;BL;2013;260.0;0.0;SAUV;1112601430;;11126;0;90;6;11;Aude
REVE;RS;2013;100.0;0.0;GERS;3016204100;;30162;100;0;7;30;Gard
REVE;BL;2013;180.0;0.0;VERM;3403213120;;34032;0;90;6;34;Hérault
REVE;RG;2013;462.0;0.0;CASA;3017404120;;30174;0;90;5;30;Gard
REVE;RG;2013;492.0;0.0;CASA;1125804750;;11258;0;90;6;11;Aude
REVE;RG;2013;560.0;0.0;CASA;3028504610;;30285;0;90;5;30;Gard
REVE;RG;2013;390.0;0.0;GREGR;3032104740;;30321;0;90;7;30;Gard
REVE;RS;2013;194.0;0.0;CINS;1136903350;;11369;100;0;6;11;Aude
REVE;RG;2013;390.0;0.0;MERL;3416620000;;34166;0;90;6;34;Hérault
REVE;RG;2013;62.5;0.0;MERL;1141001210;;11410;0;90;1;11;Aude
REVE;BL;2013;530.0;0.0;VERM;3407906060;;34079;0;90;2;34;Hérault
REVE;RS;2013;201.0;0.0;SYRA;3016613000;;30166;100;0;5;30;Gard
REVE;RS;2013;158.0;0.0;GREN;3401601550;;34016;100;0;3;34;Hérault
REVE;RG;2013;325.0;0.0;GREN;3409206110;;34092;0;90;5;34;Hérault
REVE;BL;2013;31.0;0.0;CHAR;1121500800;;11215;0;90;1;11;Aude
REVE;RG;2013;392.0;0.0;CASA;1134201210;;11342;0;90;6;11;Aude
REVE;RG;2013;510.0;0.0;MERL;3430020300;;34300;0;90;5;34;Hérault
REVE;RG;2013;285.0;0.0;PINO;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;732.0;0.0;CHAR;1125804750;;11258;0;90;6;11;Aude
REVE;BL;2013;138.0;0.0;SAUV;1120317800;;11203;0;90;6;11;Aude
REVE;RS;2013;303.0;0.0;SYRA;3422200550;;34222;100;0;3;34;Hérault
REVE;RG;2013;1542.0;0.0;CASA;3400105680;;34001;0;90;5;34;Hérault
REVE;RS;2013;445.0;0.0;GREN;3009603800;;30096;100;0;7;30;Gard
REVE;BL;2013;700.0;0.0;COLO;3430020300;;34300;0;90;5;34;Hérault
REVE;BL;2013;765.0;0.0;GREB;3018304160;;30183;0;90;5;30;Gard
REVE;RG;2013;255.0;0.0;PINO;1112204270;;11122;0;90;6;11;Aude
REVE;RS;2013;750.0;0.0;SYRA;1114501270;;11145;100;0;6;11;Aude
REVE;RS;2013;1500.0;0.0;CINS;3400105680;;34001;100;0;5;34;Hérault
REVE;RS;2013;662.0;0.0;CINS;3032104740;;30321;100;0;7;30;Gard
REVE;RS;2013;505.0;0.0;GERS;3031400490;;30314;100;0;7;30;Gard
REVE;BL;2013;850.0;0.0;SAUV;3415006360;;34150;0;90;6;34;Hérault
REVE;BL;2013;270.0;0.0;SAUV;1120601470;;11206;0;90;1;11;Aude
REVE;BL;2013;150.0;0.0;SAUV;3421406660;;34214;0;90;3;34;Hérault
REVE;BL;2013;364.0;0.0;CHAR;3421010000;;34210;0;90;3;34;Hérault
REVE;BL;2013;622.0;0.0;SAUV;3414806350;;34148;0;90;6;34;Hérault
REVE;BL;2013;5.2;0.0;MUPG;3413605010;;34136;0;90;5;34;Hérault
REVE;RG;2013;258.0;0.0;CASA;3430020700;;34300;0;90;5;34;Hérault
REVE;RG;2013;3100.0;0.0;MERL;3429907130;;34299;0;90;6;34;Hérault
REVE;BL;2013;692.0;0.0;CHAR;3431100670;;34311;0;90;6;34;Hérault
REVE;RG;2013;336.0;0.0;MERL;1133700440;;11337;0;90;6;11;Aude
REVE;RS;2013;682.0;0.0;CINS;1119011380;;11190;100;0;6;11;Aude
REVE;RG;2013;330.0;0.0;MERL;3415711220;;34157;0;90;6;34;Hérault
REVE;RS;2013;250.0;0.0;GERS;3000405870;;30004;100;0;5;30;Gard
REVE;BL;2013;620.0;0.0;GREB;1110601100;;11106;0;90;6;11;Aude
REVE;RS;2013;58.0;0.0;SYRA;3430020700;;34300;100;0;5;34;Hérault
REVE;RS;2013;68.0;0.0;CINS;3008300031;;30083;100;0;7;30;Gard
REVE;RS;2013;185.0;0.0;GREN;3401405770;;34014;100;0;7;34;Hérault
REVE;RG;2013;955.0;0.0;CASA;3430020300;;34300;0;90;5;34;Hérault
REVE;RS;2013;48.0;0.0;SYRA;3021002090;;30210;100;0;4;30;Gard
REVE;BL;2013;323.5;0.0;CHAR;3415000361;;34150;0;90;6;34;Hérault
REVE;RG;2013;80.0;0.0;MERL;3014103990;;30141;0;90;5;30;Gard
REVE;BL;2013;66.0;0.0;SAUV;3431100670;;34311;0;90;6;34;Hérault
REVE;RS;2013;447.0;0.0;CINS;3429907130;;34299;100;0;6;34;Hérault
REVE;RG;2013;500.0;0.0;CASA;3028504610;;30285;0;90;5;30;Gard
REVE;BL;2013;535.0;0.0;GREB;3407906060;;34079;0;90;2;34;Hérault
REVE;RG;2013;2500.0;0.0;CASA;1120601470;;11206;0;90;1;11;Aude
REVE;RS;2013;250.0;0.0;MERL;3004900570;;30049;100;0;7;30;Gard
REVE;RG;2013;325.0;0.0;COT;3409206110;;34092;0;90;5;34;Hérault
REVE;BL;2013;156.0;0.0;CHAR;1121500800;;11215;0;90;1;11;Aude
REVE;RG;2013;171.0;0.0;CAFR;3422515530;;34225;0;90;5;34;Hérault
REVE;RG;2013;260.0;0.0;MERL;3430020300;;34300;0;90;5;34;Hérault
REVE;RG;2013;200.0;0.0;SYRA;1139601410;;11396;0;90;3;11;Aude
REVE;BL;2013;615.0;0.0;CHAR;1125804750;;11258;0;90;6;11;Aude
REVE;RG;2013;320.0;0.0;CASA;3408501090;;34085;0;90;5;34;Hérault
REVE;BL;2013;94.0;0.0;CHAR;3422200550;;34222;0;90;3;34;Hérault
REVE;BL;2013;584.0;0.0;VIOG;3024804440;;30248;0;90;7;30;Gard
REVE;BL;2013;483.0;0.0;CHAR;3009603800;;30096;0;90;7;30;Gard
REVE;BL;2013;1120.0;0.0;VIOG;3430020300;;34300;0;90;5;34;Hérault
REVE;BL;2013;130.0;0.0;GEWU;3018304160;;30183;0;90;5;30;Gard
REVE;BL;2013;355.0;0.0;CHAR;1112204270;;11122;0;90;6;11;Aude
REVE;BL;2013;303.0;0.0;SAUV;1114501270;;11145;0;90;6;11;Aude
REVE;RG;2013;365.0;0.0;MERL;3400910000;;34009;0;90;3;34;Hérault
REVE;RS;2013;662.0;0.0;CINS;3032104740;;30321;100;0;7;30;Gard
REVE;RS;2013;120.0;0.0;GREN;6621706280;;66217;100;0;6;66;Pyrénées-Orientales
REVE;BL;2013;565.0;0.0;CHAR;1102200890;;11022;0;90;6;11;Aude
REVE;BL;2013;1000.0;0.0;CHAR;3414806350;;34148;0;90;6;34;Hérault
REVE;RS;2013;300.0;0.0;GREN;3419914000;;34199;100;0;5;34;Hérault
REVE;RS;2013;110.0;0.0;GREN;3433209240;;34332;100;0;6;34;Hérault
REVE;BL;2013;353.0;0.0;SAUV;3421010000;;34210;0;90;3;34;Hérault
REVE;BL;2013;260.0;0.0;CHAR;3414105780;;34141;0;90;3;34;Hérault
REVE;RG;2013;444.0;0.0;PINO;3414806350;;34148;0;90;6;34;Hérault
REVE;BL;2013;9.0;0.0;VERM;3413605010;;34136;0;90;5;34;Hérault
REVE;RS;2013;470.0;0.0;CINS;3416206430;;34162;100;0;5;34;Hérault
REVE;BL;2013;181.0;0.0;SAUV;1112601430;;11126;0;90;6;11;Aude
REVE;RS;2013;100.0;0.0;GERS;3016204100;;30162;100;0;7;30;Gard
REVE;BL;2013;45.0;0.0;MUPG;3403213120;;34032;0;90;6;34;Hérault
REVE;RG;2013;475.0;0.0;CASA;3017404120;;30174;0;90;5;30;Gard
REVE;RG;2013;380.0;0.0;MERL;1125804750;;11258;0;90;6;11;Aude
REVE;RS;2013;400.0;0.0;MERL;3028504610;;30285;100;0;5;30;Gard
REVE;RG;2013;66.0;0.0;GREGR;3032104740;;30321;0;90;7;30;Gard
REVE;RG;2013;110.0;0.0;SYRA;1106801430;;11068;0;90;6;11;Aude
REVE;RG;2013;390.0;0.0;MERL;3416620000;;34166;0;90;6;34;Hérault
REVE;RG;2013;1050.0;0.0;SYRA;3416206430;;34162;0;90;5;34;Hérault
REVE;RG;2013;205.0;0.0;MERL;1100301040;;11003;0;90;1;11;Aude
REVE;RG;2013;20.0;0.0;SYRA;3024400830;;30244;0;90;4;30;Gard
REVE;RG;2013;257.0;0.0;GREN;3415409720;;34154;0;90;0;34;Hérault
REVE;BL;2013;85.0;0.0;ROUS;3430019820;;34300;0;90;5;34;Hérault
REVE;RS;2013;490.0;0.0;GREN;3012803950;;30128;100;0;5;30;Gard
REVE;RG;2013;6670.0;0.0;SYRA;3430020300;;34300;0;90;5;34;Hérault
REVE;BL;2013;105.0;0.0;GEWU;3018304160;;30183;0;90;5;30;Gard
REVE;RG;2013;49.0;0.0;SYRA;3011601460;;30116;0;90;5;30;Gard
REVE;BL;2013;305.0;0.0;SAUV;1114501270;;11145;0;90;6;11;Aude
